	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
0	1	Spectrogram 1	1	12.743834565	13.322651093	188.1	1128.6	POS
1	6	Spectrogram 1	1	51.071415179	53.620670951	47.1	942.8	POS
2	7	Spectrogram 1	1	52.980278197	53.33742031	23.6	1154.9	POS
3	8	Spectrogram 1	1	54.291846675	55.757360863	23.6	942.8	POS
4	9	Spectrogram 1	1	62.799236864	63.562782071	0.0	966.4	POS
5	10	Spectrogram 1	1	63.587412562	64.080022373	0.0	966.4	POS
6	12	Spectrogram 1	1	73.475196275	75.765451152	56.4	428.8	POS
7	14	Spectrogram 1	1	75.782867539	76.64497869	74.7	313.7	POS
8	15	Spectrogram 1	1	83.199418578	83.390998834	92.6	454.6	POS
9	16	Spectrogram 1	1	90.779983046	90.971563301	117.9	328.3	POS
10	17	Spectrogram 1	1	100.128310784	100.363432007	58.9	681.9	POS
11	18	Spectrogram 1	1	107.491170415	107.682750671	159.9	656.6	POS
12	19	Spectrogram 1	1	108.022370216	108.457779888	109.4	572.4	POS
13	20	Spectrogram 1	1	110.539038122	110.756742959	269.4	799.7	POS
14	21	Spectrogram 1	1	76.779888634	76.926485188	0.0	447.6	POS
15	22	Spectrogram 1	1	70.203986104	70.49717921	58.4	700.6	POS
16	23	Spectrogram 1	1	103.015492321	103.298214245	58.4	739.5	POS
17	24	Spectrogram 1	1	111.418634926	111.984078774	97.3	895.2	POS
18	26	Spectrogram 1	1	112.245858333	112.832244546	136.2	973.1	POS
19	27	Spectrogram 1	1	113.926501854	114.146396684	97.3	389.2	POS
20	28	Spectrogram 1	1	121.266800698	121.549522622	97.3	642.2	POS
21	29	Spectrogram 1	1	121.706590358	122.125437653	77.8	1050.9	POS
22	30	Spectrogram 1	1	136.418639092	136.690889834	97.3	486.5	POS
23	31	Spectrogram 1	1	137.465799383	138.088834734	0.0	467.1	POS
24	32	Spectrogram 1	1	139.638529756	139.847953403	0.0	467.1	POS
25	33	Spectrogram 1	1	143.884612958	144.041680694	19.5	389.2	POS
26	34	Spectrogram 1	1	142.994562456	143.245870833	77.8	622.8	POS
27	35	Spectrogram 1	1	149.123427247	149.280494983	19.5	467.1	POS
28	36	Spectrogram 1	1	162.060591819	164.626031501	0.0	350.3	POS
29	37	Spectrogram 1	1	184.311351134	184.552188329	77.8	603.3	POS
30	38	Spectrogram 1	1	198.185705279	198.311359468	0.0	428.2	POS
