	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
0	1	Spectrogram 1	1	6.226471264	6.403807471	15.5	247.4	POS
1	2	Spectrogram 1	1	7.546640805	7.763385057	0.0	612.9	POS
2	3	Spectrogram 1	1	10.211797414	10.379281609	0.0	354.8	POS
3	4	Spectrogram 1	1	11.571375	11.847231322	0.0	387.1	POS
4	5	Spectrogram 1	1	18.19704023	18.512304598	16.1	354.8	POS
5	6	Spectrogram 1	1	21.211755747	21.536872126	48.4	548.4	POS
6	7	Spectrogram 1	1	24.256027299	24.650107759	48.4	258.1	POS
7	8	Spectrogram 1	1	23.221566092	23.53683046	0.0	290.3	POS
8	9	Spectrogram 1	1	27.453192529	27.66008477	96.8	725.8	POS
9	10	Spectrogram 1	1	65.699451149	65.926047414	629.0	1516.1	POS
10	11	Spectrogram 1	1	66.664948276	66.82258046	0.0	241.9	POS
11	12	Spectrogram 1	1	90.551712644	90.758604885	0.0	387.1	POS
12	13	Spectrogram 1	1	93.172347701	93.35953592	0.0	580.6	POS
13	14	Spectrogram 1	1	99.620676724	101.807823276	0.0	467.7	POS
14	15	Spectrogram 1	1	103.049176724	103.196956897	0.0	387.1	POS
15	16	Spectrogram 1	1	105.305287356	105.522031609	0.0	354.8	POS
16	17	Spectrogram 1	1	118.753658046	118.91129023	0.0	258.1	POS
17	18	Spectrogram 1	1	132.482623563	133.241228448	0.0	451.6	POS
18	19	Spectrogram 1	1	127.379281609	127.714332962	0.0	1155.4	POS
19	20	Spectrogram 1	1	140.004821839	140.21171408	0.0	467.7	POS
20	21	Spectrogram 1	1	145.024609195	145.172389368	0.0	951.6	POS
21	22	Spectrogram 1	1	146.187146552	146.344778736	0.0	790.3	POS
22	23	Spectrogram 1	1	174.586132184	174.733912356	96.8	451.6	POS
23	24	Spectrogram 1	1	177.817591954	178.182116379	0.0	419.4	POS
24	25	Spectrogram 1	1	178.408712644	178.891461207	16.1	387.1	POS
25	26	Spectrogram 1	1	89.29037931	90.108096264	274.2	1032.3	POS
26	27	Spectrogram 1	1	152.280527299	152.871647989	0.0	483.9	POS
27	28	Spectrogram 1	1	170.018433246	170.328374433	25.6	615.4	POS
28	29	Spectrogram 1	1	190.657121728	190.833034293	89.7	782.1	POS
29	30	Spectrogram 1	1	203.991250349	204.602755934	217.9	884.6	POS
30	31	Spectrogram 1	1	207.517878447	207.685414223	205.1	1448.7	POS
31	32	Spectrogram 1	1	219.536851222	219.654126265	0.0	333.3	POS
32	33	Spectrogram 1	1	219.888676353	220.089719284	0.0	474.4	POS
33	34	Spectrogram 1	1	239.094933944	239.287600087	153.8	1051.3	POS
34	35	Spectrogram 1	1	249.653016667	249.854059599	51.3	615.4	POS
