Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_06_671666216_210420024227part1.wav,149.205022598,149.414346614,A
SanctSound_GR03_06_671666216_210420024227part1.wav,149.774973557,150.031871214,A
SanctSound_GR03_06_671666216_210420024227part1.wav,209.811254757,210.030093502,A
SanctSound_GR03_06_671666216_210420024227part1.wav,215.994895258,216.204219275,A
SanctSound_GR03_06_671666216_210420024227part1.wav,233.320282291,233.548635764,A
SanctSound_GR03_06_671666216_210420024227part1.wav,232.559104048,232.930178441,A
SanctSound_GR03_06_671666216_210420024227part1.wav,277.801265025,278.001074314,A
SanctSound_GR03_06_671666216_210420024227part1.wav,511.125719335,511.420675904,A
SanctSound_GR03_06_671666216_210420024227part1.wav,513.447312976,513.675666449,A
SanctSound_GR03_06_671666216_210420024227part1.wav,524.949686449,525.09240737,A
SanctSound_GR03_06_671666216_210420024227part1.wav,545.461574651,545.889737413,A
SanctSound_GR03_06_671666216_210420024227part1.wav,586.807919085,587.055302014,A
SanctSound_GR03_06_671666216_210420024227part1.wav,617.945893058,618.183761259,A
SanctSound_GR03_06_671666216_210420024227part1.wav,648.494886616,649.141888122,A
SanctSound_GR03_06_671666216_210420024227part1.wav,796.728940592,796.938264609,A
SanctSound_GR03_06_671666216_210420024227part1.wav,817.896412306,818.181854147,A
SanctSound_GR03_06_671666216_210420024227part1.wav,857.825994985,858.197069378,A
SanctSound_GR03_06_671666216_210420024227part1.wav,968.585258702,968.842156359,A
SanctSound_GR03_06_671666216_210420024227part1.wav,1014.822173347,1015.221791924,A
SanctSound_GR03_06_671666216_210420024227part1.wav,1020.263665061,1020.587165814,A
SanctSound_GR03_06_671666216_210420024227part1.wav,1140.812658619,1141.079071004,A
SanctSound_GR03_06_671666216_210420024227part1.wav,1147.443491338,1148.147581212,A
SanctSound_GR03_06_671666216_210420024227part1.wav,1194.61284933,1194.898291171,A
SanctSound_GR03_06_671666216_210420024227part1.wav,1197.859165358,1198.078004103,A
SanctSound_GR03_06_671666216_210420024227part1.wav,1195.899131383,1196.098940672,A
