Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_05_5421_210120013948part1.wav,604.055912086,604.617156937,A
SanctSound_GR03_05_5421_210120013948part1.wav,609.680066187,610.031891318,A
SanctSound_GR03_05_5421_210120013948part1.wav,14.319260908,14.922389703,A
SanctSound_GR03_05_5421_210120013948part1.wav,38.22824821,38.744943447,A
SanctSound_GR03_05_5421_210120013948part1.wav,40.015152572,40.63949265,A
SanctSound_GR03_05_5421_210120013948part1.wav,93.127205949,93.407082536,A
SanctSound_GR03_05_5421_210120013948part1.wav,143.100397607,143.304922805,A
SanctSound_GR03_05_5421_210120013948part1.wav,27.161467262,27.495166269,A
SanctSound_GR03_05_5421_210120013948part1.wav,184.665741851,184.924089469,A
SanctSound_GR03_05_5421_210120013948part1.wav,228.675409313,229.149046613,A
SanctSound_GR03_05_5421_210120013948part1.wav,227.706605743,228.115656139,A
SanctSound_GR03_05_5421_210120013948part1.wav,226.54404146,227.103794633,A
SanctSound_GR03_05_5421_210120013948part1.wav,232.066332726,232.324680345,A
SanctSound_GR03_05_5421_210120013948part1.wav,248.161019039,248.494718047,A
SanctSound_GR03_05_5421_210120013948part1.wav,249.65728233,250.02327479,A
SanctSound_GR03_05_5421_210120013948part1.wav,267.894100981,268.615321416,A
SanctSound_GR03_05_5421_210120013948part1.wav,315.477577166,315.768218237,A
SanctSound_GR03_05_5421_210120013948part1.wav,313.690672805,314.024371812,A
SanctSound_GR03_05_5421_210120013948part1.wav,313.012510306,313.303151377,A
SanctSound_GR03_05_5421_210120013948part1.wav,350.907059509,351.391461294,A
SanctSound_GR03_05_5421_210120013948part1.wav,370.295677959,370.543261093,A
SanctSound_GR03_05_5421_210120013948part1.wav,375.312818839,375.560401973,A
SanctSound_GR03_05_5421_210120013948part1.wav,389.426840076,389.642129758,A
SanctSound_GR03_05_5421_210120013948part1.wav,409.160033722,409.429145825,A
SanctSound_GR03_05_5421_210120013948part1.wav,416.534596622,416.975940471,A
SanctSound_GR03_05_5421_210120013948part1.wav,506.92211805,507.212759121,A
SanctSound_GR03_05_5421_210120013948part1.wav,516.654102969,517.235385111,A
SanctSound_GR03_05_5421_210120013948part1.wav,530.455062881,530.777997404,A
SanctSound_GR03_05_5421_210120013948part1.wav,568.027568847,568.511970632,A
SanctSound_GR03_05_5421_210120013948part1.wav,575.519649786,575.853348793,A
SanctSound_GR03_05_5421_210120013948part1.wav,576.208576769,576.520746808,A
SanctSound_GR03_05_5421_210120013948part1.wav,617.779113283,618.102047807,A
SanctSound_GR03_05_5421_210120013948part1.wav,628.770542843,629.082712882,A
SanctSound_GR03_05_5421_210120013948part1.wav,649.279558927,649.634786902,A
SanctSound_GR03_05_5421_210120013948part1.wav,657.945859919,658.18267857,A
SanctSound_GR03_05_5421_210120013948part1.wav,673.964303557,674.330296017,A
SanctSound_GR03_05_5421_210120013948part1.wav,747.610172604,747.933107127,A
SanctSound_GR03_05_5421_210120013948part1.wav,748.299099587,748.600505142,A
SanctSound_GR03_05_5421_210120013948part1.wav,758.139620633,758.441026188,A
SanctSound_GR03_05_5421_210120013948part1.wav,758.828547616,759.194540076,A
SanctSound_GR03_05_5421_210120013948part1.wav,762.294711499,762.40235634,A
SanctSound_GR03_05_5421_210120013948part1.wav,807.886758125,808.231221616,A
SanctSound_GR03_05_5421_210120013948part1.wav,859.604687494,859.863035112,A
SanctSound_GR03_05_5421_210120013948part1.wav,869.79954523,870.240889078,A
SanctSound_GR03_05_5421_210120013948part1.wav,875.570199998,875.817783132,A
SanctSound_GR03_05_5421_210120013948part1.wav,893.699373807,893.968485909,A
SanctSound_GR03_05_5421_210120013948part1.wav,894.162246623,894.323713885,A
SanctSound_GR03_05_5421_210120013948part1.wav,932.702664873,933.100950785,A
SanctSound_GR03_05_5421_210120013948part1.wav,973.288335102,973.4928603,A
SanctSound_GR03_05_5421_210120013948part1.wav,1000.848979562,1001.171914086,A
SanctSound_GR03_05_5421_210120013948part1.wav,1004.06756031,1004.508904159,A
SanctSound_GR03_05_5421_210120013948part1.wav,1044.707052961,1045.223748198,A
SanctSound_GR03_05_5421_210120013948part1.wav,1058.98254146,1059.531530149,A
SanctSound_GR03_05_5421_210120013948part1.wav,1075.217166066,1075.529336105,A
SanctSound_GR03_05_5421_210120013948part1.wav,1089.986929547,1090.25604165,A
SanctSound_GR03_05_5421_210120013948part1.wav,1103.734958325,1104.068657332,A
SanctSound_GR03_05_5421_210120013948part1.wav,1134.405647406,1134.83622677,A
SanctSound_GR03_05_5421_210120013948part1.wav,1137.818880154,1138.109521225,A
SanctSound_GR03_05_5421_210120013948part1.wav,1141.263515068,1141.489569235,A
SanctSound_GR03_05_5421_210120013948part1.wav,1142.006264472,1142.21078967,A
SanctSound_GR03_05_5421_210120013948part1.wav,1142.705955939,1142.953539073,A
SanctSound_GR03_05_5421_210120013948part1.wav,1143.351824985,1143.685523992,A
SanctSound_GR03_05_5421_210120013948part1.wav,1144.191454745,1144.503624785,A
SanctSound_GR03_05_5421_210120013948part1.wav,1145.78548968,1146.011543846,A
SanctSound_GR03_05_5421_210120013948part1.wav,1160.060086892,1160.318434511,A
