Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_06_671666216_210720021428part1.wav,19.313032469,19.674592134,A
SanctSound_GR03_06_671666216_210720021428part1.wav,40.567069458,40.862026027,A
SanctSound_GR03_06_671666216_210720021428part1.wav,83.102765085,83.46432475,A
SanctSound_GR03_06_671666216_210720021428part1.wav,127.588969771,127.8363527,A
SanctSound_GR03_06_671666216_210720021428part1.wav,281.093250357,281.597530943,A
SanctSound_GR03_06_671666216_210720021428part1.wav,334.727860034,335.041846059,A
SanctSound_GR03_06_671666216_210720021428part1.wav,363.020930324,363.38248999,A
SanctSound_GR03_06_671666216_210720021428part1.wav,407.194081708,407.584185557,A
SanctSound_GR03_06_671666216_210720021428part1.wav,446.523303798,446.808745639,A
SanctSound_GR03_06_671666216_210720021428part1.wav,514.204549992,514.718345306,A
SanctSound_GR03_06_671666216_210720021428part1.wav,679.600384792,679.819223537,A
SanctSound_GR03_06_671666216_210720021428part1.wav,773.044725361,773.263564106,A
SanctSound_GR03_06_671666216_210720021428part1.wav,774.253095821,774.586111303,A
SanctSound_GR03_06_671666216_210720021428part1.wav,777.449111719,777.801156656,A
SanctSound_GR03_06_671666216_210720021428part1.wav,779.72313172,779.941970465,A
SanctSound_GR03_06_671666216_210720021428part1.wav,788.685072808,789.037117745,A
SanctSound_GR03_06_671666216_210720021428part1.wav,832.448158163,832.714570548,A
SanctSound_GR03_06_671666216_210720021428part1.wav,869.647013895,870.018088289,A
SanctSound_GR03_06_671666216_210720021428part1.wav,889.673650967,890.139872641,A
SanctSound_GR03_06_671666216_210720021428part1.wav,971.653667955,972.024742349,A
SanctSound_GR03_06_671666216_210720021428part1.wav,978.522368875,979.017134733,A
SanctSound_GR03_06_671666216_210720021428part1.wav,985.029510129,985.181745778,A
SanctSound_GR03_06_671666216_210720021428part1.wav,1031.019041845,1031.390116239,A
SanctSound_GR03_06_671666216_210720021428part1.wav,1032.902957996,1033.27403239,A
SanctSound_GR03_06_671666216_210720021428part1.wav,1049.742161176,1050.027603017,A
SanctSound_GR03_06_671666216_210720021428part1.wav,1138.609908539,1138.980982933,A
SanctSound_GR03_06_671666216_210720021428part1.wav,1141.22645875,1141.502385863,A
