Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_05_5421_210120013948part1.wav,592.174296728,592.358586082,POS
SanctSound_GR03_05_5421_210120013948part1.wav,593.028729188,593.187888176,POS
SanctSound_GR03_05_5421_210120013948part1.wav,593.749133028,593.941799171,POS
SanctSound_GR03_05_5421_210120013948part1.wav,594.486290445,596.035996379,POS
SanctSound_GR03_05_5421_210120013948part1.wav,596.505096553,596.664255541,POS
SanctSound_GR03_05_5421_210120013948part1.wav,597.38465938,597.568948735,POS
SanctSound_GR03_05_5421_210120013948part1.wav,598.172077531,598.314482941,POS
SanctSound_GR03_05_5421_210120013948part1.wav,604.055912086,604.617156937,POS
SanctSound_GR03_05_5421_210120013948part1.wav,605.647501963,605.806660951,POS
SanctSound_GR03_05_5421_210120013948part1.wav,606.535441579,608.17729219,POS
SanctSound_GR03_05_5421_210120013948part1.wav,615.920773866,616.121816798,POS
SanctSound_GR03_05_5421_210120013948part1.wav,613.968982068,614.681009119,POS
SanctSound_GR03_05_5421_210120013948part1.wav,612.402522557,612.645449433,POS
SanctSound_GR03_05_5421_210120013948part1.wav,613.072665663,613.24020144,POS
SanctSound_GR03_05_5421_210120013948part1.wav,609.680066187,610.031891318,POS
SanctSound_GR03_05_5421_210120013948part1.wav,610.149166361,611.858031283,POS
SanctSound_GR03_05_5421_210120013948part1.wav,1.223011169,1.725618499,POS
SanctSound_GR03_05_5421_210120013948part1.wav,5.537057417,6.860590052,POS
SanctSound_GR03_05_5421_210120013948part1.wav,4.044352201,4.438061276,POS
SanctSound_GR03_05_5421_210120013948part1.wav,10.172750436,12.660656719,POS
SanctSound_GR03_05_5421_210120013948part1.wav,13.272162304,13.51508918,POS
SanctSound_GR03_05_5421_210120013948part1.wav,14.319260908,14.922389703,POS
SanctSound_GR03_05_5421_210120013948part1.wav,8.920465985,9.181090489,POS
SanctSound_GR03_05_5421_210120013948part1.wav,15.566335305,15.81391844,POS
SanctSound_GR03_05_5421_210120013948part1.wav,18.731093633,18.892560895,POS
SanctSound_GR03_05_5421_210120013948part1.wav,19.377853966,19.550085711,POS
SanctSound_GR03_05_5421_210120013948part1.wav,20.239012694,20.443537892,POS
SanctSound_GR03_05_5421_210120013948part1.wav,21.207816264,21.369283526,POS
