Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_05_5421_201005023324part1.wav,51.071415179,53.620670951,B
SanctSound_GR03_05_5421_201005023324part1.wav,54.291846675,55.757360863,B
SanctSound_GR03_05_5421_201005023324part1.wav,202.709256065,203.861086126,B
SanctSound_GR03_05_5421_201005023324part1.wav,229.604561867,230.651680105,B
SanctSound_GR03_05_5421_201005023324part1.wav,179.973803294,180.92668089,B
SanctSound_GR03_05_5421_201005023324part1.wav,313.918697884,315.353249869,B
SanctSound_GR03_05_5421_201005023324part1.wav,360.217124498,364.259000894,B
SanctSound_GR03_05_5421_201005023324part1.wav,368.023409708,369.31136514,B
SanctSound_GR03_05_5421_201005023324part1.wav,399.944890663,400.740700524,B
SanctSound_GR03_05_5421_201005023324part1.wav,414.410847862,415.929169306,B
SanctSound_GR03_05_5421_201005023324part1.wav,416.515557352,417.69880096,B
SanctSound_GR03_05_5421_201005023324part1.wav,454.09670589,455.175237675,B
SanctSound_GR03_05_5421_201005023324part1.wav,472.023407613,473.028641121,B
SanctSound_GR03_05_5421_201005023324part1.wav,574.321842125,576.562675153,B
SanctSound_GR03_05_5421_201005023324part1.wav,627.90299483,628.939641885,B
SanctSound_GR03_05_5421_201005023324part1.wav,642.107172469,642.913453512,B
SanctSound_GR03_05_5421_201005023324part1.wav,646.803516514,649.714505214,B
SanctSound_GR03_05_5421_201005023324part1.wav,677.332304974,678.46319267,B
SanctSound_GR03_05_5421_201005023324part1.wav,721.400369743,722.520786257,B
SanctSound_GR03_05_5421_201005023324part1.wav,752.075754756,758.080996597,B
SanctSound_GR03_05_5421_201005023324part1.wav,770.143836191,774.122885493,B
SanctSound_GR03_05_5421_201005023324part1.wav,814.766873626,817.583621684,B
SanctSound_GR03_05_5421_201005023324part1.wav,1018.808745855,1020.358480846,B
SanctSound_GR03_05_5421_201005023324part1.wav,1035.395136235,1036.714505214,B
SanctSound_GR03_05_5421_201005023324part1.wav,1136.971047099,1137.955338242,B
SanctSound_GR03_05_5421_201005023324part1.wav,1169.452729821,1171.78780349,B
SanctSound_GR03_05_5421_201005023324part1.wav,1177.897757155,1179.363722688,B
SanctSound_GR03_05_5421_201005023324part1.wav,1181.531257439,1183.091463613,B
SanctSound_GR03_05_5421_201005023324part1.wav,1197.706790227,1199.298409948,B
