Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_06_671666216_210720021428part1.wav,142.345380233,143.487147598,B
SanctSound_GR03_06_671666216_210720021428part1.wav,280.084689185,280.874411612,B
SanctSound_GR03_06_671666216_210720021428part1.wav,282.615606843,283.567079646,B
SanctSound_GR03_06_671666216_210720021428part1.wav,294.298760149,295.345380233,B
SanctSound_GR03_06_671666216_210720021428part1.wav,329.252140065,330.298760149,B
SanctSound_GR03_06_671666216_210720021428part1.wav,412.664117606,414.186474092,B
SanctSound_GR03_06_671666216_210720021428part1.wav,429.474776602,430.055175012,B
SanctSound_GR03_06_671666216_210720021428part1.wav,434.831568486,435.78304129,B
SanctSound_GR03_06_671666216_210720021428part1.wav,437.323494509,438.151275848,B
SanctSound_GR03_06_671666216_210720021428part1.wav,438.864880451,439.787809071,B
SanctSound_GR03_06_671666216_210720021428part1.wav,445.238815513,445.952420116,B
SanctSound_GR03_06_671666216_210720021428part1.wav,450.091326812,451.0713438,B
SanctSound_GR03_06_671666216_210720021428part1.wav,472.514742626,473.780201455,B
SanctSound_GR03_06_671666216_210720021428part1.wav,474.826821539,477.015208987,B
SanctSound_GR03_06_671666216_210720021428part1.wav,493.835382711,494.444325305,B
SanctSound_GR03_06_671666216_210720021428part1.wav,577.386293728,578.356795988,B
SanctSound_GR03_06_671666216_210720021428part1.wav,583.922911889,584.64603122,B
SanctSound_GR03_06_671666216_210720021428part1.wav,589.925772558,590.487141512,B
SanctSound_GR03_06_671666216_210720021428part1.wav,597.534735252,598.286398767,B
SanctSound_GR03_06_671666216_210720021428part1.wav,613.213141611,614.212188055,B
SanctSound_GR03_06_671666216_210720021428part1.wav,680.808755253,682.71170086,B
SanctSound_GR03_06_671666216_210720021428part1.wav,689.304474667,690.274976927,B
SanctSound_GR03_06_671666216_210720021428part1.wav,731.583262448,732.629882533,B
SanctSound_GR03_06_671666216_210720021428part1.wav,797.970514649,798.636545611,B
SanctSound_GR03_06_671666216_210720021428part1.wav,803.308277077,804.297808793,B
SanctSound_GR03_06_671666216_210720021428part1.wav,806.751675904,808.549959503,B
SanctSound_GR03_06_671666216_210720021428part1.wav,812.431968542,813.45955917,B
SanctSound_GR03_06_671666216_210720021428part1.wav,825.294015402,826.588018415,B
SanctSound_GR03_06_671666216_210720021428part1.wav,852.779266532,853.730739336,B
SanctSound_GR03_06_671666216_210720021428part1.wav,859.790688372,860.685072808,B
SanctSound_GR03_06_671666216_210720021428part1.wav,871.483356407,872.568035403,B
SanctSound_GR03_06_671666216_210720021428part1.wav,873.862038416,875.041864692,B
SanctSound_GR03_06_671666216_210720021428part1.wav,876.943877577,877.838262012,B
SanctSound_GR03_06_671666216_210720021428part1.wav,947.517601094,948.583250634,B
SanctSound_GR03_06_671666216_210720021428part1.wav,1094.218851134,1094.846823184,B
