Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_06_671666216_210420144227part1.wav,83.656462258,85.300576435,B
SanctSound_GR03_06_671666216_210420144227part1.wav,169.497605693,170.829667618,B
SanctSound_GR03_06_671666216_210420144227part1.wav,199.436723934,200.216931633,B
SanctSound_GR03_06_671666216_210420144227part1.wav,257.803984102,258.68885381,B
SanctSound_GR03_06_671666216_210420144227part1.wav,288.362492388,289.236914645,B
SanctSound_GR03_06_671666216_210420144227part1.wav,294.184573224,294.355838329,B
SanctSound_GR03_06_671666216_210420144227part1.wav,461.825874227,462.510934646,B
SanctSound_GR03_06_671666216_210420144227part1.wav,494.658402513,496.398665021,B
SanctSound_GR03_06_671666216_210420144227part1.wav,644.109408956,645.603221258,B
SanctSound_GR03_06_671666216_210420144227part1.wav,672.584191801,674.86772653,B
SanctSound_GR03_06_671666216_210420144227part1.wav,688.890570211,691.26925222,B
SanctSound_GR03_06_671666216_210420144227part1.wav,691.897224271,693.267345108,B
SanctSound_GR03_06_671666216_210420144227part1.wav,770.318732973,772.450032053,B
SanctSound_GR03_06_671666216_210420144227part1.wav,777.415787365,779.033291131,B
SanctSound_GR03_06_671666216_210420144227part1.wav,799.145560756,799.944797911,B
SanctSound_GR03_06_671666216_210420144227part1.wav,898.497605693,901.760224687,B
SanctSound_GR03_06_671666216_210420144227part1.wav,904.947658579,907.155075484,B
SanctSound_GR03_06_671666216_210420144227part1.wav,910.921975063,912.606081926,B
SanctSound_GR03_06_671666216_210420144227part1.wav,930.016168788,931.005700503,B
SanctSound_GR03_06_671666216_210420144227part1.wav,947.492858746,948.701229206,B
SanctSound_GR03_06_671666216_210420144227part1.wav,955.627018494,957.510934646,B
