	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
2	7	Spectrogram 1	1	52.980278197	53.33742031	23.6	1154.9	C
10	17	Spectrogram 1	1	100.128310784	100.363432007	58.9	681.9	C
11	18	Spectrogram 1	1	107.491170415	107.682750671	159.9	656.6	C
13	20	Spectrogram 1	1	110.539038122	110.756742959	269.4	799.7	C
14	21	Spectrogram 1	1	76.779888634	76.926485188	0.0	447.6	C
16	23	Spectrogram 1	1	103.015492321	103.298214245	58.4	739.5	C
20	28	Spectrogram 1	1	121.266800698	121.549522622	97.3	642.2	C
29	37	Spectrogram 1	1	184.311351134	184.552188329	77.8	603.3	C
41	49	Spectrogram 1	1	260.934397862	261.238062151	90.9	484.9	C
57	65	Spectrogram 1	1	310.913468543	311.154305737	169.811	806.604	C
64	74	Spectrogram 1	1	343.180473277	343.515551113	148.585	537.736	C
65	75	Spectrogram 1	1	344.635967627	344.887276003	176.887	608.491	C
67	77	Spectrogram 1	1	352.484137565	352.777330672	410.377	707.547	C
70	80	Spectrogram 1	1	359.044352072	359.295660449	735.849	1358.491	C
72	82	Spectrogram 1	1	371.437015161	371.677852356	268.868	877.358	C
85	96	Spectrogram 1	1	434.609797993	434.840164005	183.962	1047.17	C
101	112	Spectrogram 1	1	510.552216907	510.813996466	180.112	920.573	C
102	113	Spectrogram 1	1	511.13860312	511.306142038	380.237	1040.648	C
103	114	Spectrogram 1	1	511.620277509	511.808758791	600.374	1300.81	C
106	117	Spectrogram 1	1	532.918699956	533.149065969	360.224	960.598	C
108	119	Spectrogram 1	1	538.641219873	538.798287609	480.299	860.536	C
110	121	Spectrogram 1	1	557.478914463	557.73022284	280.174	1000.623	C
113	124	Spectrogram 1	1	577.892515314	578.070525414	71.305	784.354	C
114	125	Spectrogram 1	1	579.232826658	579.452721488	142.61	891.311	C
116	127	Spectrogram 1	1	581.813991863	582.02341551	142.61	659.57	C
117	128	Spectrogram 1	1	586.348013831	586.536495113	189.076	781.513	C
118	129	Spectrogram 1	1	594.562675153	594.834925894	214.286	907.563	C
120	131	Spectrogram 1	1	609.190954428	609.389906894	340.336	1071.429	C
121	132	Spectrogram 1	1	615.693558682	615.871568783	100.84	655.462	C
123	134	Spectrogram 1	1	617.772107134	617.981530781	214.286	630.252	C
132	144	Spectrogram 1	1	675.416078599	675.615031065	542.017	806.723	C
135	147	Spectrogram 1	1	688.719734555	688.96057175	0.0	529.412	C
141	153	Spectrogram 1	1	739.808745855	740.039111867	403.361	882.353	C
142	154	Spectrogram 1	1	741.850626418	742.091463613	466.387	945.378	C
143	155	Spectrogram 1	1	742.824446379	743.086225938	403.361	907.563	C
145	157	Spectrogram 1	1	751.583609184	751.793032832	315.126	957.983	C
