	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
0	1	Spectrogram 1	1	592.174296728	592.358586082	158.3	791.5	C
1	2	Spectrogram 1	1	593.028729188	593.187888176	126.6	759.9	C
2	3	Spectrogram 1	1	593.749133028	593.941799171	126.6	775.7	C
4	5	Spectrogram 1	1	596.505096553	596.664255541	158.3	728.2	C
5	6	Spectrogram 1	1	597.38465938	597.568948735	126.6	696.6	C
6	7	Spectrogram 1	1	598.172077531	598.314482941	285.0	839.0	C
8	9	Spectrogram 1	1	605.647501963	605.806660951	174.1	680.7	C
10	12	Spectrogram 1	1	615.920773866	616.121816798	182.1	926.1	C
12	14	Spectrogram 1	1	612.402522557	612.645449433	134.6	1124.0	C
13	15	Spectrogram 1	1	613.072665663	613.24020144	150.4	1424.8	C
20	22	Spectrogram 1	1	13.272162304	13.51508918	221.6	949.8	C
22	24	Spectrogram 1	1	8.920465985	9.181090489	245.4	815.3	C
23	25	Spectrogram 1	1	15.566335305	15.81391844	246.3	996.3	C
24	26	Spectrogram 1	1	18.731093633	18.892560895	167.9	738.8	C
25	27	Spectrogram 1	1	19.377853966	19.550085711	156.7	750.0	C
26	28	Spectrogram 1	1	20.239012694	20.443537892	167.9	850.7	C
27	29	Spectrogram 1	1	21.207816264	21.369283526	179.1	850.7	C
28	30	Spectrogram 1	1	22.133561897	22.370380548	179.1	817.2	C
29	31	Spectrogram 1	1	23.758998997	23.931230743	123.1	850.7	C
30	32	Spectrogram 1	1	25.072266058	25.276791257	167.9	873.1	C
31	33	Spectrogram 1	1	26.590058318	26.869934904	156.7	783.6	C
32	34	Spectrogram 1	1	32.210010308	32.349948601	22.4	716.4	C
33	35	Spectrogram 1	1	32.758998997	32.941995227	111.9	738.8	C
34	36	Spectrogram 1	1	35.67617419	35.880699388	123.1	1735.1	C
35	37	Spectrogram 1	1	36.655742244	36.838738474	145.5	917.9	C
36	38	Spectrogram 1	1	37.668495037	37.916078171	111.9	962.7	C
38	40	Spectrogram 1	1	38.992526582	39.240109716	111.9	716.4	C
41	43	Spectrogram 1	1	53.181007922	53.320946215	212.7	794.8	C
42	44	Spectrogram 1	1	68.931230743	69.124991457	145.5	1186.6	C
43	45	Spectrogram 1	1	89.396297604	89.590058318	134.3	806.0	C
44	46	Spectrogram 1	1	90.290641071	90.505930753	145.5	761.2	C
45	47	Spectrogram 1	1	94.736373007	94.887075785	212.7	828.4	C
46	48	Spectrogram 1	1	96.168049393	96.404868044	201.5	985.1	C
51	53	Spectrogram 1	1	98.412567646	98.617092844	202.9	1087.0	C
52	54	Spectrogram 1	1	99.833479548	99.994946809	144.9	1188.4	C
53	55	Spectrogram 1	1	100.371703753	100.554699983	144.9	884.1	C
54	56	Spectrogram 1	1	101.298340673	101.481336903	159.4	1101.4	C
55	57	Spectrogram 1	1	102.923777773	103.085245035	260.9	855.1	C
56	58	Spectrogram 1	1	103.946403763	104.086342057	188.4	724.6	C
57	59	Spectrogram 1	1	105.044381142	105.227377372	144.9	840.6	C
58	60	Spectrogram 1	1	105.894775387	106.120829553	130.4	855.1	C
59	61	Spectrogram 1	1	108.381371215	108.542838477	29.0	652.2	C
60	62	Spectrogram 1	1	109.070298198	109.23176546	72.5	710.1	C
61	63	Spectrogram 1	1	110.126108927	110.384456546	115.9	1029.0	C
62	64	Spectrogram 1	1	111.148734917	111.256379758	217.4	913.0	C
64	66	Spectrogram 1	1	134.692444232	135.015378756	130.4	942.0	C
65	67	Spectrogram 1	1	137.492101387	137.782742458	130.4	797.1	C
66	68	Spectrogram 1	1	139.548117851	139.720349597	87.0	1144.9	C
68	70	Spectrogram 1	1	143.670915264	143.853911494	144.9	739.1	C
69	71	Spectrogram 1	1	144.44595812	144.779657127	144.9	797.1	C
70	72	Spectrogram 1	1	145.608522404	145.813047602	87.0	782.6	C
71	73	Spectrogram 1	1	146.470572418	146.707391069	202.9	768.1	C
72	74	Spectrogram 1	1	151.852814472	152.014281734	376.8	768.1	C
73	75	Spectrogram 1	1	154.156414071	154.328645817	115.9	724.6	C
74	76	Spectrogram 1	1	154.726931729	154.823812086	58.0	855.1	C
75	77	Spectrogram 1	1	0.452108333	0.667398015	425.7	1216.2	C
77	81	Spectrogram 1	1	155.43749364	155.598960902	81.1	831.1	C
78	82	Spectrogram 1	1	155.975717846	156.147949591	182.4	932.4	C
79	83	Spectrogram 1	1	157.708799787	157.891796017	344.6	1094.6	C
80	84	Spectrogram 1	1	158.247023992	158.494607127	141.9	810.8	C
