	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
1	2	Spectrogram 1	1	11.884811449	12.037044244	190.0	1219.0	C
9	10	Spectrogram 1	1	73.111299397	73.255920552	617.4	1060.7	C
11	12	Spectrogram 1	1	82.994249604	83.123647479	182.1	862.8	C
12	13	Spectrogram 1	1	100.255944101	100.417694477	641.1	1108.2	C
13	14	Spectrogram 1	1	123.860118915	123.955266195	197.9	886.5	C
14	15	Spectrogram 1	1	124.183619668	124.278766948	197.9	918.2	C
15	16	Spectrogram 1	1	127.579444854	127.665077406	269.1	807.4	C
16	17	Spectrogram 1	1	127.998092888	128.17887272	229.5	752.0	C
17	18	Spectrogram 1	1	152.353931216	152.506166865	166.2	886.5	C
18	19	Spectrogram 1	1	153.105594731	153.191227284	134.6	775.7	C
21	22	Spectrogram 1	1	176.927675567	177.060881759	174.1	649.1	C
22	23	Spectrogram 1	1	177.412926697	177.555647617	205.8	633.2	C
25	26	Spectrogram 1	1	197.372960672	197.515681593	213.7	728.2	C
27	28	Spectrogram 1	1	223.059928203	223.212163852	205.8	870.7	C
28	29	Spectrogram 1	1	223.783047534	223.916253727	182.1	791.5	C
29	30	Spectrogram 1	1	224.981903267	225.191227284	174.1	815.3	C
30	31	Spectrogram 1	1	225.429095484	225.561368954	174.1	894.4	C
31	32	Spectrogram 1	1	243.827781339	243.97050226	395.8	1274.4	C
36	37	Spectrogram 1	1	298.807798327	298.998092888	498.7	973.6	C
37	38	Spectrogram 1	1	311.632718998	311.81349883	498.7	839.0	C
39	40	Spectrogram 1	1	324.932443348	325.06564954	577.8	1060.7	C
40	41	Spectrogram 1	1	330.993325107	331.145560756	166.2	688.6	C
41	42	Spectrogram 1	1	334.493812302	334.627018494	126.6	823.2	C
44	45	Spectrogram 1	1	350.82015289	350.972388539	182.1	783.6	C
45	46	Spectrogram 1	1	356.642233726	356.803984102	538.2	1923.4	C
46	47	Spectrogram 1	1	362.17887272	362.331108369	174.1	720.3	C
