	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
0	1	Spectrogram 1	1	594.468062361	594.582236957	379.9	981.5	C
1	2	Spectrogram 1	1	595.29011945	595.404294045	63.3	736.1	C
2	3	Spectrogram 1	1	595.701147994	595.80771095	490.8	854.9	C
5	6	Spectrogram 1	1	48.227335236	48.326286552	451.2	997.3	C
10	11	Spectrogram 1	1	94.42236267	94.544148906	403.7	791.5	C
11	12	Spectrogram 1	1	95.069352046	95.175915002	292.9	1124.0	C
12	13	Spectrogram 1	1	95.586943546	95.723953061	316.6	854.9	C
13	14	Spectrogram 1	1	96.317660958	96.477505392	221.6	1044.8	C
14	15	Spectrogram 1	1	97.611639708	97.741037583	379.9	997.3	C
16	17	Spectrogram 1	1	99.867726927	100.012348081	356.2	870.7	C
18	19	Spectrogram 1	1	102.470907707	102.547024104	411.6	823.2	C
20	21	Spectrogram 1	1	111.531800825	111.6611987	0.0	854.9	C
21	22	Spectrogram 1	1	115.368067238	115.482241833	300.8	965.7	C
23	24	Spectrogram 1	1	127.438599905	127.583221059	229.5	680.7	C
27	28	Spectrogram 1	1	144.190290993	144.327300507	577.8	807.4	C
28	29	Spectrogram 1	1	150.355719156	150.500340311	467.0	1139.8	C
32	33	Spectrogram 1	1	173.298715192	173.466171265	554.1	1013.2	C
33	34	Spectrogram 1	1	176.967525531	177.096923406	348.3	744.0	C
34	35	Spectrogram 1	1	173.572734221	173.724967016	427.4	752.0	C
36	37	Spectrogram 1	1	181.705007295	181.83440517	71.2	823.2	C
37	38	Spectrogram 1	1	202.026557406	202.1787902	237.5	617.4	C
38	39	Spectrogram 1	1	205.025543451	205.170164605	443.3	1519.8	C
41	42	Spectrogram 1	1	220.414751031	220.544148906	39.6	554.1	C
42	43	Spectrogram 1	1	228.417626229	228.501354266	79.2	474.9	C
43	44	Spectrogram 1	1	228.798208214	228.889547891	332.4	934.0	C
47	48	Spectrogram 1	1	246.244522261	246.482390461	150.4	934.0	C
49	50	Spectrogram 1	1	244.198855733	244.351091381	87.1	443.3	C
50	51	Spectrogram 1	1	249.013308119	249.127484856	142.5	474.9	C
52	53	Spectrogram 1	1	254.188387448	254.407226193	316.6	744.0	C
54	55	Spectrogram 1	1	270.97050226	271.16079682	71.2	538.2	C
55	56	Spectrogram 1	1	271.807798327	271.998092888	253.3	744.0	C
60	61	Spectrogram 1	1	297.323500753	297.447192218	609.5	1139.8	C
61	62	Spectrogram 1	1	300.558508286	300.68219975	530.3	918.2	C
62	63	Spectrogram 1	1	311.385336069	311.489998077	577.8	997.3	C
63	64	Spectrogram 1	1	322.811591718	322.963827367	63.3	554.1	C
68	69	Spectrogram 1	1	347.404365525	347.547086445	672.8	1551.4	C
69	70	Spectrogram 1	1	348.232146864	348.346323601	641.1	1804.7	C
70	71	Spectrogram 1	1	348.717397994	348.803030546	414.2	1701.5	C
71	72	Spectrogram 1	1	349.383428957	349.488090965	761.2	1589.6	C
73	74	Spectrogram 1	1	352.617503766	352.750709959	470.1	1007.5	C
74	75	Spectrogram 1	1	356.004746947	356.166497324	514.9	1164.2	C
75	76	Spectrogram 1	1	356.746895734	356.908646111	492.5	917.9	C
85	86	Spectrogram 1	1	384.717397994	384.83157473	467.0	823.2	C
86	87	Spectrogram 1	1	385.488090965	385.640326614	379.9	886.5	C
89	90	Spectrogram 1	1	379.684106863	379.750709959	704.5	965.7	C
92	93	Spectrogram 1	1	388.094193724	388.255944101	277.0	957.8	C
93	94	Spectrogram 1	1	389.673638578	389.854418411	593.7	1076.5	C
96	97	Spectrogram 1	1	393.146514312	393.327294144	427.4	973.6	C
101	103	Spectrogram 1	1	415.921977085	416.074212734	0.0	775.7	C
108	110	Spectrogram 1	1	450.838230812	450.990466461	538.2	1693.9	C
109	111	Spectrogram 1	1	457.640328635	457.783049556	696.6	1361.4	C
114	116	Spectrogram 1	1	502.830623196	502.963829389	807.4	1329.8	C
116	118	Spectrogram 1	1	507.805893237	507.967643613	395.8	1282.3	C
119	121	Spectrogram 1	1	535.500468383	535.700277672	316.6	1551.4	C
120	123	Spectrogram 1	1	554.765927212	554.908648133	649.1	2121.3	C
121	124	Spectrogram 1	1	556.421489891	556.687902276	807.4	1836.4	C
122	125	Spectrogram 1	1	557.125579765	557.277815414	285.0	1725.6	C
123	126	Spectrogram 1	1	557.725007632	557.953361105	680.7	2121.3	C
124	127	Spectrogram 1	1	558.705024619	558.84774554	728.2	2422.1	C
125	128	Spectrogram 1	1	559.902947629	560.026639094	680.7	2327.1	C
126	129	Spectrogram 1	1	560.740243696	560.968597169	775.7	2343.0	C
127	130	Spectrogram 1	1	573.79351784	573.926724033	664.9	1693.9	C
128	131	Spectrogram 1	1	575.049461941	575.192182862	538.2	1266.5	C
134	137	Spectrogram 1	1	590.537573739	590.689809388	538.2	1963.0	C
135	138	Spectrogram 1	1	592.021871313	592.259739514	712.4	1915.5	C
136	139	Spectrogram 1	1	599.63272102	599.756412484	1044.8	1678.1	C
139	142	Spectrogram 1	1	615.824922693	615.996187797	854.9	1868.0	C
140	143	Spectrogram 1	1	636.108457422	636.279722526	997.3	2406.3	C
141	144	Spectrogram 1	1	639.543274243	639.695509891	490.8	1108.2	C
142	145	Spectrogram 1	1	641.321595663	641.445287127	205.8	1044.8	C
143	146	Spectrogram 1	1	647.658404535	647.744037088	285.0	807.4	C
144	147	Spectrogram 1	1	648.191229305	648.333950226	332.4	949.8	C
145	148	Spectrogram 1	1	651.01617081	651.168406458	126.6	934.0	C
147	150	Spectrogram 1	1	664.507122443	664.640328635	174.1	1013.2	C
149	152	Spectrogram 1	1	671.661265204	671.737383028	158.3	1013.2	C
150	153	Spectrogram 1	1	694.598476332	694.769741437	174.1	696.6	C
151	154	Spectrogram 1	1	700.81159374	700.878196836	411.6	1234.8	C
152	155	Spectrogram 1	1	701.239756502	701.315874326	474.9	1108.2	C
173	178	Spectrogram 1	1	792.743083532	792.838230812	332.4	981.5	C
174	179	Spectrogram 1	1	794.369169303	794.464316583	332.4	949.8	C
175	180	Spectrogram 1	1	795.977158341	796.12939399	285.0	1329.8	C
176	181	Spectrogram 1	1	793.408181771	793.522358508	269.1	823.2	C
179	184	Spectrogram 1	1	800.506168887	800.639375079	0.0	1298.1	C
180	185	Spectrogram 1	1	801.153170393	801.248317674	285.0	807.4	C
181	186	Spectrogram 1	1	801.476671147	801.552788971	791.5	2121.3	C
182	187	Spectrogram 1	1	802.275908302	802.38057031	205.8	1155.6	C
183	188	Spectrogram 1	1	804.653657588	804.834437421	981.5	1931.4	C
186	191	Spectrogram 1	1	820.389152315	820.493814324	680.7	1503.9	C
194	199	Spectrogram 1	1	838.46527014	838.617505788	31.7	2089.7	C
197	202	Spectrogram 1	1	877.690762944	877.833483865	633.2	1266.5	C
203	208	Spectrogram 1	1	905.24261717	905.413882275	649.1	1282.3	C
218	224	Spectrogram 1	1	944.847774104	944.9143772	678.2	1230.2	C
219	225	Spectrogram 1	1	957.606091679	957.758327327	410.1	812.3	C
221	227	Spectrogram 1	1	964.075174021	964.179836029	544.1	1111.9	C
227	233	Spectrogram 1	1	1010.045676281	1010.226456113	347.0	757.1	C
228	234	Spectrogram 1	1	1012.100857536	1012.205519545	165.6	828.0	C
231	237	Spectrogram 1	1	1019.597530507	1019.787825067	804.4	1616.6	C
234	240	Spectrogram 1	1	1036.455763142	1036.579454607	678.2	1230.2	C
235	241	Spectrogram 1	1	1043.344426241	1043.572779714	433.7	780.7	C
237	243	Spectrogram 1	1	1051.297806157	1051.469071261	638.8	1080.4	C
240	246	Spectrogram 1	1	1058.204565989	1058.356801637	118.3	559.9	C
242	248	Spectrogram 1	1	1061.571846991	1061.628935359	197.1	891.1	C
246	252	Spectrogram 1	1	1099.27498331	1099.484307326	694.0	1167.1	C
247	253	Spectrogram 1	1	1100.083735193	1100.159853017	694.0	1372.2	C
249	257	Spectrogram 1	1	1106.606074611	1106.75831026	634.0	1620.3	C
258	267	Spectrogram 1	1	1162.927668252	1163.089418629	367.9	1221.1	C
260	269	Spectrogram 1	1	1167.427201891	1167.617496452	446.2	806.3	C
263	272	Spectrogram 1	1	1198.924814899	1199.038991635	602.7	1213.3	C
