	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
0	1	Spectrogram 1	1	10.887686648	11.024696162	277.0	728.2	C
5	6	Spectrogram 1	1	100.471909015	100.614629936	86.1	579.3	C
7	8	Spectrogram 1	1	114.52329688	114.666017801	39.1	602.7	C
13	14	Spectrogram 1	1	146.594646924	146.746882572	501.0	837.6	C
19	20	Spectrogram 1	1	169.703123157	169.883902989	70.4	454.0	C
23	24	Spectrogram 1	1	250.560402236	250.712637885	258.3	767.1	C
24	25	Spectrogram 1	1	252.377715291	252.568009852	289.6	814.1	C
29	30	Spectrogram 1	1	372.888649937	373.040885585	305.3	649.7	C
31	32	Spectrogram 1	1	425.204543074	425.337749267	422.7	743.6	C
32	33	Spectrogram 1	1	433.091319894	433.25307027	101.8	571.4	C
45	46	Spectrogram 1	1	860.762118637	860.933383742	156.6	696.7	C
47	48	Spectrogram 1	1	907.141754202	907.265445667	274.0	649.7	C
57	58	Spectrogram 1	1	1069.902932445	1070.017109182	1878.7	3585.1	C
59	60	Spectrogram 1	1	1149.352031775	1149.466208512	62.6	704.5	C
60	61	Spectrogram 1	1	1149.808738721	1149.903886001	203.5	610.6	C
