	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
8	9	Spectrogram 1	1	27.453192529	27.66008477	96.8	725.8	C
9	10	Spectrogram 1	1	65.699451149	65.926047414	629.0	1516.1	C
18	19	Spectrogram 1	1	127.379281609	127.714332962	0.0	1155.4	C
20	21	Spectrogram 1	1	145.024609195	145.172389368	0.0	951.6	C
21	22	Spectrogram 1	1	146.187146552	146.344778736	0.0	790.3	C
22	23	Spectrogram 1	1	174.586132184	174.733912356	96.8	451.6	C
28	29	Spectrogram 1	1	190.657121728	190.833034293	89.7	782.1	C
30	31	Spectrogram 1	1	207.517878447	207.685414223	205.1	1448.7	C
33	34	Spectrogram 1	1	239.094933944	239.287600087	153.8	1051.3	C
34	35	Spectrogram 1	1	249.653016667	249.854059599	51.3	615.4	C
36	37	Spectrogram 1	1	257.48026623	257.689685951	359.0	705.1	C
38	39	Spectrogram 1	1	266.98287356	267.12527897	679.5	987.2	C
42	43	Spectrogram 1	1	278.84773534	278.956633595	192.3	692.3	C
43	44	Spectrogram 1	1	283.098096073	283.232124695	89.7	948.7	C
45	46	Spectrogram 1	1	286.674984904	286.842520681	282.1	897.4	C
47	48	Spectrogram 1	1	296.42051911	296.588054887	487.2	923.1	C
52	53	Spectrogram 1	1	331.63310096	331.825767103	448.7	1025.6	C
59	60	Spectrogram 1	1	377.34512801	377.521040576	141.0	820.5	C
60	61	Spectrogram 1	1	377.973387173	378.099039005	89.7	576.9	C
62	63	Spectrogram 1	1	383.949366405	384.150409337	141.0	1153.8	C
68	69	Spectrogram 1	1	406.087500087	406.263412653	448.7	1000.0	C
81	82	Spectrogram 1	1	540.343791339	540.494573538	474.4	974.4	C
83	84	Spectrogram 1	1	544.166935842	544.351225196	269.2	666.7	C
85	86	Spectrogram 1	1	560.516708442	560.659113853	153.8	576.9	C
86	87	Spectrogram 1	1	572.666381043	572.817163242	153.8	769.2	C
92	95	Spectrogram 1	1	627.580398626	627.781441558	221.6	736.1	C
93	96	Spectrogram 1	1	633.497740336	633.698783268	577.8	870.7	C
100	103	Spectrogram 1	1	682.501845397	682.602366863	585.7	934.0	C
102	105	Spectrogram 1	1	692.113350982	692.239002814	443.3	846.9	C
104	107	Spectrogram 1	1	706.90504086	707.147967736	95.0	1211.1	C
105	108	Spectrogram 1	1	713.375250633	713.60980072	79.2	688.6	C
107	110	Spectrogram 1	1	738.193956741	738.353115729	229.5	664.9	C
108	111	Spectrogram 1	1	746.155234926	746.306017125	435.3	728.2	C
111	114	Spectrogram 1	1	786.799304734	786.983594088	110.8	459.1	C
121	124	Spectrogram 1	1	863.289263547	863.48192969	7.9	443.3	C
122	125	Spectrogram 1	1	864.830592692	864.972998102	245.4	530.3	C
126	129	Spectrogram 1	1	888.580398626	888.731180825	182.1	775.7	C
127	130	Spectrogram 1	1	918.570912238	918.696564071	23.7	474.9	C
128	131	Spectrogram 1	1	923.717589376	923.868371575	292.9	791.5	C
131	134	Spectrogram 1	1	942.161559184	942.287211017	554.1	918.2	C
132	135	Spectrogram 1	1	948.187799149	948.363711715	593.7	831.1	C
133	136	Spectrogram 1	1	953.641088678	953.84213161	664.9	1583.1	C
135	138	Spectrogram 1	1	967.410810318	967.578346095	506.6	1519.8	C
141	144	Spectrogram 1	1	1010.676815031	1010.869481174	102.9	1203.1	C
144	147	Spectrogram 1	1	1038.020263373	1038.204552727	506.6	799.5	C
145	148	Spectrogram 1	1	1040.298749935	1040.4746625	269.1	601.6	C
146	149	Spectrogram 1	1	1046.685191819	1046.877857962	0.0	680.7	C
152	155	Spectrogram 1	1	1137.623392168	1137.807681523	767.8	1131.9	C
154	157	Spectrogram 1	1	1146.96684051	1147.092492343	886.5	1234.8	C
157	160	Spectrogram 1	1	128.452448626	128.653491558	0.0	912.2	C
158	161	Spectrogram 1	1	130.102676025	130.228327858	0.0	912.2	C
