Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_06_671666216_210720021428part1.wav,25.469061509,25.992371551,D
SanctSound_GR03_06_671666216_210720021428part1.wav,27.237868201,28.16079682,D
SanctSound_GR03_06_671666216_210720021428part1.wav,100.294013202,101.007617804,D
SanctSound_GR03_06_671666216_210720021428part1.wav,141.726922911,142.183629856,D
SanctSound_GR03_06_671666216_210720021428part1.wav,268.840146091,274.804947847,D
SanctSound_GR03_06_671666216_210720021428part1.wav,275.337772617,278.344426677,D
SanctSound_GR03_06_671666216_210720021428part1.wav,310.176975797,311.290198977,D
SanctSound_GR03_06_671666216_210720021428part1.wav,330.912454091,334.061829072,D
SanctSound_GR03_06_671666216_210720021428part1.wav,390.801138023,391.238815513,D
SanctSound_GR03_06_671666216_210720021428part1.wav,436.40056589,436.904846476,D
SanctSound_GR03_06_671666216_210720021428part1.wav,440.273060201,442.252123632,D
SanctSound_GR03_06_671666216_210720021428part1.wav,484.312072669,486.205503548,D
SanctSound_GR03_06_671666216_210720021428part1.wav,516.705990743,517.333962793,D
SanctSound_GR03_06_671666216_210720021428part1.wav,538.67458589,539.426249405,D
SanctSound_GR03_06_671666216_210720021428part1.wav,542.823007314,543.736421206,D
SanctSound_GR03_06_671666216_210720021428part1.wav,710.977159689,711.443381363,D
SanctSound_GR03_06_671666216_210720021428part1.wav,744.893434249,750.9448103,D
SanctSound_GR03_06_671666216_210720021428part1.wav,770.86585264,771.227412306,D
SanctSound_GR03_06_671666216_210720021428part1.wav,769.857291468,770.542351887,D
SanctSound_GR03_06_671666216_210720021428part1.wav,792.785920592,793.280686449,D
SanctSound_GR03_06_671666216_210720021428part1.wav,837.091345445,837.662229127,D
SanctSound_GR03_06_671666216_210720021428part1.wav,845.368226114,846.053286533,D
SanctSound_GR03_06_671666216_210720021428part1.wav,961.987636993,962.596579587,D
SanctSound_GR03_06_671666216_210720021428part1.wav,1015.283547118,1021.363458333,D
SanctSound_GR03_06_671666216_210720021428part1.wav,1167.731692892,1168.216944022,D
