Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_05_5421_210120013948part1.wav,613.968982068,614.681009119,D
SanctSound_GR03_05_5421_210120013948part1.wav,610.149166361,611.858031283,D
SanctSound_GR03_05_5421_210120013948part1.wav,91.351066071,92.728920037,D
SanctSound_GR03_05_5421_210120013948part1.wav,93.8376619,94.44047301,D
SanctSound_GR03_05_5421_210120013948part1.wav,96.690250189,97.831285504,D
SanctSound_GR03_05_5421_210120013948part1.wav,293.085667651,294.226702966,D
SanctSound_GR03_05_5421_210120013948part1.wav,346.24603789,346.848849,D
SanctSound_GR03_05_5421_210120013948part1.wav,507.352697414,508.116975786,D
SanctSound_GR03_05_5421_210120013948part1.wav,521.358182524,529.174089272,D
SanctSound_GR03_05_5421_210120013948part1.wav,656.201122208,657.428273396,D
SanctSound_GR03_05_5421_210120013948part1.wav,687.733861303,688.43355277,D
SanctSound_GR03_05_5421_210120013948part1.wav,738.976165063,739.643563078,D
SanctSound_GR03_05_5421_210120013948part1.wav,817.823268242,819.308767049,D
SanctSound_GR03_05_5421_210120013948part1.wav,942.660703958,945.125770819,D
SanctSound_GR03_05_5421_210120013948part1.wav,973.827450594,974.247265474,D
SanctSound_GR03_05_5421_210120013948part1.wav,1040.347436897,1040.896425587,D
SanctSound_GR03_05_5421_210120013948part1.wav,1043.167731733,1044.373353953,D
SanctSound_GR03_05_5421_210120013948part1.wav,1074.108424203,1075.066463288,D
SanctSound_GR03_05_5421_210120013948part1.wav,1084.852270628,1087.66180098,D
SanctSound_GR03_05_5421_210120013948part1.wav,1128.000779362,1129.195637098,D
