Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_05_5421_201005023324part1.wav,62.799236864,63.562782071,D
SanctSound_GR03_05_5421_201005023324part1.wav,272.21711562,273.348003316,D
SanctSound_GR03_05_5421_201005023324part1.wav,277.457961147,278.756387762,D
SanctSound_GR03_05_5421_201005023324part1.wav,307.965807243,309.756379428,D
SanctSound_GR03_05_5421_201005023324part1.wav,375.243308704,376.206657483,D
SanctSound_GR03_05_5421_201005023324part1.wav,398.688348778,399.861121204,D
SanctSound_GR03_05_5421_201005023324part1.wav,465.552216907,467.018182439,D
SanctSound_GR03_05_5421_201005023324part1.wav,468.997235908,469.573150938,D
SanctSound_GR03_05_5421_201005023324part1.wav,469.991998233,471.363723124,D
SanctSound_GR03_05_5421_201005023324part1.wav,932.26949038,932.761635951,D
SanctSound_GR03_05_5421_201005023324part1.wav,1175.101951462,1177.154303207,D
