Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_06_671666216_210420024227part1.wav,166.299154908,166.571636558,C
SanctSound_GR03_06_671666216_210420024227part1.wav,21.663642325,21.806363344,C
SanctSound_GR03_06_671666216_210420024227part1.wav,22.220254301,22.405791627,C
SanctSound_GR03_06_671666216_210420024227part1.wav,44.477156319,44.5723036,C
SanctSound_GR03_06_671666216_210420024227part1.wav,45.143187282,45.304937659,C
SanctSound_GR03_06_671666216_210420024227part1.wav,79.754036989,79.944331549,C
SanctSound_GR03_06_671666216_210420024227part1.wav,92.845370044,92.959546781,C
SanctSound_GR03_06_671666216_210420024227part1.wav,95.736914645,95.860606109,C
SanctSound_GR03_06_671666216_210420024227part1.wav,102.949078497,103.082284689,C
SanctSound_GR03_06_671666216_210420024227part1.wav,103.672197827,103.786374564,C
SanctSound_GR03_06_671666216_210420024227part1.wav,161.933863265,162.05755473,C
SanctSound_GR03_06_671666216_210420024227part1.wav,171.603837853,171.81316187,C
SanctSound_GR03_06_671666216_210420024227part1.wav,194.208966223,194.437319696,C
SanctSound_GR03_06_671666216_210420024227part1.wav,194.894026641,195.055777018,C
SanctSound_GR03_06_671666216_210420024227part1.wav,201.286991159,201.448741536,C
SanctSound_GR03_06_671666216_210420024227part1.wav,216.641896765,216.765588229,C
SanctSound_GR03_06_671666216_210420024227part1.wav,222.036747562,222.18898321,C
SanctSound_GR03_06_671666216_210420024227part1.wav,225.518205301,225.613352581,C
SanctSound_GR03_06_671666216_210420024227part1.wav,234.851220782,234.993941702,C
SanctSound_GR03_06_671666216_210420024227part1.wav,259.135234063,259.277954983,C
SanctSound_GR03_06_671666216_210420024227part1.wav,259.649029377,259.772720841,C
SanctSound_GR03_06_671666216_210420024227part1.wav,274.805058417,274.947779337,C
SanctSound_GR03_06_671666216_210420024227part1.wav,275.375009376,275.527245025,C
SanctSound_GR03_06_671666216_210420024227part1.wav,276.735615485,276.897365862,C
SanctSound_GR03_06_671666216_210420024227part1.wav,277.306499167,277.43970536,C
SanctSound_GR03_06_671666216_210420024227part1.wav,291.663291052,291.815526701,C
SanctSound_GR03_06_671666216_210420024227part1.wav,348.95445423,349.154263519,C
SanctSound_GR03_06_671666216_210420024227part1.wav,356.765113225,356.926863602,C
SanctSound_GR03_06_671666216_210420024227part1.wav,371.692788792,371.835509713,C
SanctSound_GR03_06_671666216_210420024227part1.wav,371.12190511,371.331229127,C
SanctSound_GR03_06_671666216_210420024227part1.wav,370.398785779,370.579565612,C
SanctSound_GR03_06_671666216_210420024227part1.wav,384.821248038,384.982998414,C
SanctSound_GR03_06_671666216_210420024227part1.wav,416.274140759,416.407346951,C
SanctSound_GR03_06_671666216_210420024227part1.wav,417.539599588,417.62523214,C
SanctSound_GR03_06_671666216_210420024227part1.wav,436.900205697,437.004867705,C
SanctSound_GR03_06_671666216_210420024227part1.wav,437.309339003,437.442545195,C
SanctSound_GR03_06_671666216_210420024227part1.wav,480.130466282,480.225613562,C
SanctSound_GR03_06_671666216_210420024227part1.wav,485.36263398,485.486325444,C
SanctSound_GR03_06_671666216_210420024227part1.wav,485.971576574,486.161871135,C
SanctSound_GR03_06_671666216_210420024227part1.wav,486.827902097,486.942078834,C
SanctSound_GR03_06_671666216_210420024227part1.wav,487.5415067,487.665198164,C
SanctSound_GR03_06_671666216_210420024227part1.wav,488.131419838,488.321714399,C
SanctSound_GR03_06_671666216_210420024227part1.wav,496.551021428,496.655683436,C
SanctSound_GR03_06_671666216_210420024227part1.wav,497.064816742,497.178993478,C
SanctSound_GR03_06_671666216_210420024227part1.wav,497.626185696,497.730847705,C
SanctSound_GR03_06_671666216_210420024227part1.wav,516.511055404,516.663291052,C
SanctSound_GR03_06_671666216_210420024227part1.wav,517.843117329,518.08098553,C
SanctSound_GR03_06_671666216_210420024227part1.wav,523.817433813,523.988698918,C
SanctSound_GR03_06_671666216_210420024227part1.wav,525.882129797,525.986791805,C
SanctSound_GR03_06_671666216_210420024227part1.wav,536.774627954,536.917348874,C
SanctSound_GR03_06_671666216_210420024227part1.wav,546.688041845,546.792703853,C
SanctSound_GR03_06_671666216_210420024227part1.wav,549.904019922,549.980137746,C
SanctSound_GR03_06_671666216_210420024227part1.wav,566.45778126,566.60050218,C
SanctSound_GR03_06_671666216_210420024227part1.wav,572.509148291,572.642354484,C
SanctSound_GR03_06_671666216_210420024227part1.wav,607.900205697,608.023897161,C
SanctSound_GR03_06_671666216_210420024227part1.wav,608.433030467,608.585266116,C
SanctSound_GR03_06_671666216_210420024227part1.wav,617.204676994,617.299824275,C
SanctSound_GR03_06_671666216_210420024227part1.wav,617.604295572,617.75653122,C
SanctSound_GR03_06_671666216_210420024227part1.wav,618.459688372,618.535806196,C
SanctSound_GR03_06_671666216_210420024227part1.wav,619.135234063,619.268440255,C
SanctSound_GR03_06_671666216_210420024227part1.wav,619.763206113,619.953500674,C
SanctSound_GR03_06_671666216_210420024227part1.wav,644.119044442,644.204676994,C
SanctSound_GR03_06_671666216_210420024227part1.wav,724.976323521,725.061956074,C
SanctSound_GR03_06_671666216_210420024227part1.wav,719.590987452,719.752737829,C
SanctSound_GR03_06_671666216_210420024227part1.wav,720.228474231,720.333136239,C
SanctSound_GR03_06_671666216_210420024227part1.wav,726.840277494,726.982998414,C
SanctSound_GR03_06_671666216_210420024227part1.wav,727.373102264,727.458734816,C
SanctSound_GR03_06_671666216_210420024227part1.wav,746.476810716,746.667105277,C
SanctSound_GR03_06_671666216_210420024227part1.wav,743.717539585,743.860260506,C
SanctSound_GR03_06_671666216_210420024227part1.wav,774.904019922,775.037226114,C
SanctSound_GR03_06_671666216_210420024227part1.wav,880.791742884,880.991552173,C
SanctSound_GR03_06_671666216_210420024227part1.wav,881.400685478,881.600494767,C
SanctSound_GR03_06_671666216_210420024227part1.wav,882.694688491,882.837409412,C
SanctSound_GR03_06_671666216_210420024227part1.wav,883.094307069,883.151395437,C
SanctSound_GR03_06_671666216_210420024227part1.wav,939.929696024,940.081931672,C
SanctSound_GR03_06_671666216_210420024227part1.wav,940.414947154,940.52912389,C
SanctSound_GR03_06_671666216_210420024227part1.wav,971.495832758,971.705156775,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1022.375934685,1022.604288158,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1046.026750416,1046.159956609,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1046.426368994,1046.673751923,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1048.367373513,1048.548153346,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1049.375934685,1049.528170334,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1060.526263222,1060.707043054,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1075.510094434,1075.690874267,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1076.356905229,1076.556714518,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1088.686127319,1088.7812746,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1089.390217194,1089.551967571,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1091.407339538,1091.512001546,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1093.462520794,1093.567182802,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1096.1456741,1096.269365565,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1096.734654516,1096.829801796,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1097.24844983,1097.353111838,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1107.333128826,1107.485364474,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1107.780321043,1107.923041964,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1108.265572173,1108.398778366,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1118.787928659,1118.940164308,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1128.672798367,1128.891637111,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1129.557668074,1129.690874267,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1130.994392008,1131.17517184,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1141.469174853,1141.659469414,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1145.987737948,1146.206576693,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1161.199922633,1161.36167301,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1183.100961128,1183.224652593,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1194.270319121,1194.422554769,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1194.089539288,1194.241774937,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1196.68885381,1196.841089458,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1195.0903795,1195.195041508,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1195.290188788,1195.413880253,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1195.689807366,1195.823013559,C
SanctSound_GR03_06_671666216_210420024227part1.wav,1199.21025674,1199.30540402,C
