Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_05_5421_210120013948part1.wav,592.174296728,592.358586082,C
SanctSound_GR03_05_5421_210120013948part1.wav,593.028729188,593.187888176,C
SanctSound_GR03_05_5421_210120013948part1.wav,593.749133028,593.941799171,C
SanctSound_GR03_05_5421_210120013948part1.wav,596.505096553,596.664255541,C
SanctSound_GR03_05_5421_210120013948part1.wav,597.38465938,597.568948735,C
SanctSound_GR03_05_5421_210120013948part1.wav,598.172077531,598.314482941,C
SanctSound_GR03_05_5421_210120013948part1.wav,605.647501963,605.806660951,C
SanctSound_GR03_05_5421_210120013948part1.wav,615.920773866,616.121816798,C
SanctSound_GR03_05_5421_210120013948part1.wav,612.402522557,612.645449433,C
SanctSound_GR03_05_5421_210120013948part1.wav,613.072665663,613.24020144,C
SanctSound_GR03_05_5421_210120013948part1.wav,13.272162304,13.51508918,C
SanctSound_GR03_05_5421_210120013948part1.wav,8.920465985,9.181090489,C
SanctSound_GR03_05_5421_210120013948part1.wav,15.566335305,15.81391844,C
SanctSound_GR03_05_5421_210120013948part1.wav,18.731093633,18.892560895,C
SanctSound_GR03_05_5421_210120013948part1.wav,19.377853966,19.550085711,C
SanctSound_GR03_05_5421_210120013948part1.wav,20.239012694,20.443537892,C
SanctSound_GR03_05_5421_210120013948part1.wav,21.207816264,21.369283526,C
SanctSound_GR03_05_5421_210120013948part1.wav,22.133561897,22.370380548,C
SanctSound_GR03_05_5421_210120013948part1.wav,23.758998997,23.931230743,C
SanctSound_GR03_05_5421_210120013948part1.wav,25.072266058,25.276791257,C
SanctSound_GR03_05_5421_210120013948part1.wav,26.590058318,26.869934904,C
SanctSound_GR03_05_5421_210120013948part1.wav,32.210010308,32.349948601,C
SanctSound_GR03_05_5421_210120013948part1.wav,32.758998997,32.941995227,C
SanctSound_GR03_05_5421_210120013948part1.wav,35.67617419,35.880699388,C
SanctSound_GR03_05_5421_210120013948part1.wav,36.655742244,36.838738474,C
SanctSound_GR03_05_5421_210120013948part1.wav,37.668495037,37.916078171,C
SanctSound_GR03_05_5421_210120013948part1.wav,38.992526582,39.240109716,C
SanctSound_GR03_05_5421_210120013948part1.wav,53.181007922,53.320946215,C
SanctSound_GR03_05_5421_210120013948part1.wav,68.931230743,69.124991457,C
SanctSound_GR03_05_5421_210120013948part1.wav,89.396297604,89.590058318,C
SanctSound_GR03_05_5421_210120013948part1.wav,90.290641071,90.505930753,C
SanctSound_GR03_05_5421_210120013948part1.wav,94.736373007,94.887075785,C
SanctSound_GR03_05_5421_210120013948part1.wav,96.168049393,96.404868044,C
SanctSound_GR03_05_5421_210120013948part1.wav,98.412567646,98.617092844,C
SanctSound_GR03_05_5421_210120013948part1.wav,99.833479548,99.994946809,C
