	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
1	6	Spectrogram 1	1	51.071415179	53.620670951	47.1	942.8	B
3	8	Spectrogram 1	1	54.291846675	55.757360863	23.6	942.8	B
31	39	Spectrogram 1	1	202.709256065	203.861086126	369.8	1050.9	B
38	46	Spectrogram 1	1	229.604561867	230.651680105	13.7	410.6	B
56	64	Spectrogram 1	1	179.973803294	180.92668089	339.623	933.962	B
58	66	Spectrogram 1	1	313.918697884	315.353249869	198.113	778.302	B
69	79	Spectrogram 1	1	360.217124498	364.259000894	56.604	877.358	B
71	81	Spectrogram 1	1	368.023409708	369.31136514	169.811	962.264	B
79	90	Spectrogram 1	1	399.944890663	400.740700524	240.566	849.057	B
80	91	Spectrogram 1	1	414.410847862	415.929169306	325.472	990.566	B
81	92	Spectrogram 1	1	416.515557352	417.69880096	283.019	976.415	B
89	100	Spectrogram 1	1	454.09670589	455.175237675	80.05	1040.648	B
96	107	Spectrogram 1	1	472.023407613	473.028641121	120.075	820.511	B
112	123	Spectrogram 1	1	574.321842125	576.562675153	142.61	980.442	B
127	139	Spectrogram 1	1	627.90299483	628.939641885	340.336	894.958	B
128	140	Spectrogram 1	1	642.107172469	642.913453512	390.756	1021.008	B
130	142	Spectrogram 1	1	646.803516514	649.714505214	277.311	1247.899	B
133	145	Spectrogram 1	1	677.332304974	678.46319267	226.891	957.983	B
136	148	Spectrogram 1	1	721.400369743	722.520786257	277.311	932.773	B
146	158	Spectrogram 1	1	752.075754756	758.080996597	252.101	1197.479	B
152	164	Spectrogram 1	1	770.143836191	774.122885493	252.101	1184.874	B
162	174	Spectrogram 1	1	814.766873626	817.583621684	302.521	819.328	B
202	214	Spectrogram 1	1	1018.808745855	1020.358480846	201.681	844.538	B
204	216	Spectrogram 1	1	1035.395136235	1036.714505214	315.126	932.773	B
222	234	Spectrogram 1	1	1136.971047099	1137.955338242	554.622	1058.824	B
227	239	Spectrogram 1	1	1169.452729821	1171.78780349	126.05	1071.429	B
231	243	Spectrogram 1	1	1177.897757155	1179.363722688	302.521	1084.034	B
235	247	Spectrogram 1	1	1181.531257439	1183.091463613	340.336	1046.218	B
238	250	Spectrogram 1	1	1197.706790227	1199.298409948	189.076	932.773	B
