	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
2	4	Spectrogram 1	1	162.24220591	164.300956148	498.7	1092.3	B
7	9	Spectrogram 1	1	331.901967825	333.27951394	522.4	1044.8	B
9	11	Spectrogram 1	1	13.828258345	14.955754401	522.4	1155.6	B
14	16	Spectrogram 1	1	46.085145358	49.244035066	538.2	1408.9	B
17	19	Spectrogram 1	1	53.13462611	54.742615148	625.3	1131.9	B
18	20	Spectrogram 1	1	57.568489375	59.670311549	372.0	1456.4	B
20	22	Spectrogram 1	1	67.994765858	69.926255649	514.5	1171.5	B
27	29	Spectrogram 1	1	106.50665406	109.17077791	459.1	1234.8	B
28	30	Spectrogram 1	1	124.715978076	127.65602904	372.0	1401.0	B
29	31	Spectrogram 1	1	128.540898747	130.091799417	498.7	1108.2	B
30	32	Spectrogram 1	1	133.849184269	135.73310042	403.7	1361.4	B
31	33	Spectrogram 1	1	143.458126863	144.799703516	625.3	1171.5	B
38	40	Spectrogram 1	1	186.855014173	188.539121036	688.6	1290.2	B
56	58	Spectrogram 1	1	236.973005134	238.44778798	279.9	1298.5	B
59	61	Spectrogram 1	1	241.987266809	246.077667142	67.2	2697.8	B
73	75	Spectrogram 1	1	294.764159669	297.276047871	425.4	1231.3	B
75	77	Spectrogram 1	1	307.398785779	310.167571638	335.8	2070.9	B
78	80	Spectrogram 1	1	344.340743855	347.08098553	358.2	1421.6	B
80	82	Spectrogram 1	1	350.134280507	352.265579587	358.2	1253.7	B
83	85	Spectrogram 1	1	359.99060603	360.742269545	436.6	1231.3	B
87	89	Spectrogram 1	1	375.764159669	378.114297494	436.6	1175.4	B
89	91	Spectrogram 1	1	397.379756323	400.947779337	313.4	2037.3	B
93	95	Spectrogram 1	1	423.951593562	425.778421345	235.1	1578.4	B
94	96	Spectrogram 1	1	428.508215569	429.4692031	593.3	1231.3	B
97	99	Spectrogram 1	1	440.343604523	442.941125278	372.1	2127.9	B
100	102	Spectrogram 1	1	474.42162946	475.982044858	400.0	1244.4	B
101	103	Spectrogram 1	1	477.161871135	479.959201177	344.4	1311.1	B
109	111	Spectrogram 1	1	488.835509713	491.033411889	322.2	1266.7	B
114	116	Spectrogram 1	1	504.732754817	505.969669462	322.2	1166.7	B
123	125	Spectrogram 1	1	520.068630967	521.419722348	288.9	1300.0	B
127	129	Spectrogram 1	1	531.656636993	532.551021428	377.8	1344.4	B
130	132	Spectrogram 1	1	542.959201177	544.985838249	366.7	1211.1	B
137	139	Spectrogram 1	1	570.520570132	572.061956074	377.8	1422.2	B
139	141	Spectrogram 1	1	587.540553144	589.20563055	322.2	1977.8	B
142	144	Spectrogram 1	1	600.402600004	601.373102264	288.9	1322.2	B
143	145	Spectrogram 1	1	604.798404357	606.834556157	266.7	1200.0	B
146	148	Spectrogram 1	1	602.36263398	603.42828352	600.0	1311.1	B
154	156	Spectrogram 1	1	633.482511219	635.70895758	266.7	1888.9	B
155	157	Spectrogram 1	1	628.92495649	630.399739336	444.4	1122.2	B
158	160	Spectrogram 1	1	650.131419838	652.472042935	288.9	1977.8	B
161	163	Spectrogram 1	1	678.016289546	679.64330804	366.7	1977.8	B
162	164	Spectrogram 1	1	688.719425864	689.880222685	533.3	1266.7	B
164	166	Spectrogram 1	1	703.741315989	705.273187203	500.0	1233.3	B
168	170	Spectrogram 1	1	730.874522181	732.853585613	333.3	1977.8	B
172	174	Spectrogram 1	1	729.485371888	733.576704944	422.2	1033.3	B
174	176	Spectrogram 1	1	748.551021428	749.65472988	455.6	1177.8	B
179	181	Spectrogram 1	1	772.753691385	774.114297494	288.9	1933.3	B
182	184	Spectrogram 1	1	781.135234063	783.228474231	288.9	2066.7	B
186	188	Spectrogram 1	1	797.727987036	798.868821678	255.6	2022.2	B
188	190	Spectrogram 1	1	806.632839756	808.116204607	488.9	1466.7	B
190	192	Spectrogram 1	1	838.912581093	840.311246115	266.7	2011.1	B
191	193	Spectrogram 1	1	847.950640006	848.854539169	422.2	1044.4	B
193	195	Spectrogram 1	1	852.183761259	854.077192138	211.1	1066.7	B
194	196	Spectrogram 1	1	867.758438333	871.412083789	166.7	2066.7	B
196	199	Spectrogram 1	1	872.43874439	873.875468324	377.8	1233.3	B
203	206	Spectrogram 1	1	900.770806315	902.435883722	300.0	2133.3	B
204	207	Spectrogram 1	1	913.833595187	915.146627656	400.0	1000.0	B
206	209	Spectrogram 1	1	923.433023053	930.434930166	100.0	1300.0	B
208	211	Spectrogram 1	1	937.179939621	938.778413931	200.0	1277.8	B
211	214	Spectrogram 1	1	947.217044977	949.57669753	288.9	2377.8	B
216	219	Spectrogram 1	1	976.167564225	977.347390501	311.1	1277.8	B
217	220	Spectrogram 1	1	993.634739454	995.708950167	344.4	1877.8	B
219	222	Spectrogram 1	1	1000.056248157	1001.188500793	577.8	1277.8	B
222	225	Spectrogram 1	1	1023.879261715	1025.078117448	0.0	1400.0	B
225	228	Spectrogram 1	1	1043.077184725	1044.257011001	344.4	1244.4	B
232	236	Spectrogram 1	1	1061.29602347	1062.761291587	266.7	1044.4	B
233	237	Spectrogram 1	1	1063.37974891	1065.453959622	444.4	1122.2	B
236	240	Spectrogram 1	1	1071.494879202	1072.531984558	433.3	988.9	B
239	243	Spectrogram 1	1	1078.610963051	1080.904012508	333.3	1122.2	B
240	244	Spectrogram 1	1	1082.39782481	1083.796489831	344.4	1000.0	B
241	245	Spectrogram 1	1	1085.68992071	1087.09810046	377.8	1044.4	B
260	264	Spectrogram 1	1	1143.40924665	1145.550060458	244.4	2244.4	B
