	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
10	11	Spectrogram 1	1	83.656462258	85.300576435	95.0	949.8	B
20	21	Spectrogram 1	1	169.497605693	170.829667618	340.4	934.0	B
26	27	Spectrogram 1	1	199.436723934	200.216931633	285.0	981.5	B
32	33	Spectrogram 1	1	257.803984102	258.68885381	285.0	815.3	B
34	35	Spectrogram 1	1	288.362492388	289.236914645	348.3	997.3	B
35	36	Spectrogram 1	1	294.184573224	294.355838329	118.7	696.6	B
65	66	Spectrogram 1	1	461.825874227	462.510934646	182.1	1060.7	B
68	69	Spectrogram 1	1	494.658402513	496.398665021	166.2	854.9	B
94	95	Spectrogram 1	1	644.109408956	645.603221258	387.9	1250.6	B
100	101	Spectrogram 1	1	672.584191801	674.86772653	435.3	1187.3	B
104	105	Spectrogram 1	1	688.890570211	691.26925222	197.9	577.8	B
105	106	Spectrogram 1	1	691.897224271	693.267345108	245.4	1013.2	B
121	122	Spectrogram 1	1	770.318732973	772.450032053	229.5	1250.6	B
125	126	Spectrogram 1	1	777.415787365	779.033291131	269.1	1329.8	B
127	128	Spectrogram 1	1	799.145560756	799.944797911	221.6	1266.5	B
140	141	Spectrogram 1	1	898.497605693	901.760224687	158.3	1013.2	B
141	142	Spectrogram 1	1	904.947658579	907.155075484	102.9	997.3	B
143	144	Spectrogram 1	1	910.921975063	912.606081926	174.1	926.1	B
144	145	Spectrogram 1	1	930.016168788	931.005700503	300.8	1060.7	B
147	148	Spectrogram 1	1	947.492858746	948.701229206	190.0	815.3	B
149	150	Spectrogram 1	1	955.627018494	957.510934646	150.4	1124.0	B
