Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_06_671666216_210420144227part1.wav,0.508793617,1.187185105,M
SanctSound_GR03_06_671666216_210420144227part1.wav,1.639446098,2.430902834,M
SanctSound_GR03_06_671666216_210420144227part1.wav,3.203515363,4.239946804,M
SanctSound_GR03_06_671666216_210420144227part1.wav,4.597986757,5.257534037,M
SanctSound_GR03_06_671666216_210420144227part1.wav,6.048990774,7.160799047,M
SanctSound_GR03_06_671666216_210420144227part1.wav,7.255020087,8.687179897,M
SanctSound_GR03_06_671666216_210420144227part1.wav,8.894466185,9.70476713,M
SanctSound_GR03_06_671666216_210420144227part1.wav,12.060293132,13.247478238,M
SanctSound_GR03_06_671666216_210420144227part1.wav,13.41707611,14.359286511,M
SanctSound_GR03_06_671666216_210420144227part1.wav,14.453507551,15.961044192,M
SanctSound_GR03_06_671666216_210420144227part1.wav,16.262551521,17.298982962,M
SanctSound_GR03_06_671666216_210420144227part1.wav,17.939686034,18.787675395,M
SanctSound_GR03_06_671666216_210420144227part1.wav,18.900740643,20.219835205,M
SanctSound_GR03_06_671666216_210420144227part1.wav,20.427121493,21.520085558,M
SanctSound_GR03_06_671666216_210420144227part1.wav,21.727371846,22.537672791,M
SanctSound_GR03_06_671666216_210420144227part1.wav,22.914556951,23.969832601,M
SanctSound_GR03_06_671666216_210420144227part1.wav,25.02510825,26.193449147,M
SanctSound_GR03_06_671666216_210420144227part1.wav,26.287670187,27.0225943,M
SanctSound_GR03_06_671666216_210420144227part1.wav,27.060282716,27.606764748,M
SanctSound_GR03_06_671666216_210420144227part1.wav,28.021337325,29.133145598,M
