Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_05_5421_201005143324part1.wav,6.226471264,6.403807471,G
SanctSound_GR03_05_5421_201005143324part1.wav,7.546640805,7.763385057,G
SanctSound_GR03_05_5421_201005143324part1.wav,10.211797414,10.379281609,G
SanctSound_GR03_05_5421_201005143324part1.wav,11.571375,11.847231322,G
SanctSound_GR03_05_5421_201005143324part1.wav,66.664948276,66.82258046,G
SanctSound_GR03_05_5421_201005143324part1.wav,90.551712644,90.758604885,G
SanctSound_GR03_05_5421_201005143324part1.wav,103.049176724,103.196956897,G
SanctSound_GR03_05_5421_201005143324part1.wav,105.305287356,105.522031609,G
SanctSound_GR03_05_5421_201005143324part1.wav,118.753658046,118.91129023,G
SanctSound_GR03_05_5421_201005143324part1.wav,140.004821839,140.21171408,G
SanctSound_GR03_05_5421_201005143324part1.wav,219.536851222,219.654126265,G
SanctSound_GR03_05_5421_201005143324part1.wav,219.888676353,220.089719284,G
SanctSound_GR03_05_5421_201005143324part1.wav,253.35555733,253.615237784,G
SanctSound_GR03_05_5421_201005143324part1.wav,260.244606545,260.428895899,G
SanctSound_GR03_05_5421_201005143324part1.wav,270.559762391,270.702167801,G
SanctSound_GR03_05_5421_201005143324part1.wav,270.718921379,271.229905497,G
SanctSound_GR03_05_5421_201005143324part1.wav,274.860383857,275.002789267,G
SanctSound_GR03_05_5421_201005143324part1.wav,285.301191536,285.518988045,G
SanctSound_GR03_05_5421_201005143324part1.wav,289.389064485,289.548223473,G
SanctSound_GR03_05_5421_201005143324part1.wav,303.636263089,303.778668499,G
SanctSound_GR03_05_5421_201005143324part1.wav,320.781830628,320.91585925,G
SanctSound_GR03_05_5421_201005143324part1.wav,345.913806719,346.081342496,G
SanctSound_GR03_05_5421_201005143324part1.wav,358.214261518,358.390174084,G
SanctSound_GR03_05_5421_201005143324part1.wav,379.389064485,379.606860995,G
SanctSound_GR03_05_5421_201005143324part1.wav,394.507449127,394.725245637,G
SanctSound_GR03_05_5421_201005143324part1.wav,399.913806719,400.131603229,G
SanctSound_GR03_05_5421_201005143324part1.wav,400.391283682,400.650964136,G
SanctSound_GR03_05_5421_201005143324part1.wav,401.55565733,401.773453839,G
SanctSound_GR03_05_5421_201005143324part1.wav,405.115792583,405.291705148,G
SanctSound_GR03_05_5421_201005143324part1.wav,413.99014075,414.132546161,G
