Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_06_671666216_210720021428part1.wav,5.594660086,5.737381006,G
SanctSound_GR03_06_671666216_210720021428part1.wav,13.576584186,13.852511299,G
SanctSound_GR03_06_671666216_210720021428part1.wav,22.985717491,23.156982596,G
SanctSound_GR03_06_671666216_210720021428part1.wav,58.823967115,58.938143851,G
SanctSound_GR03_06_671666216_210720021428part1.wav,87.803040735,87.936246928,G
SanctSound_GR03_06_671666216_210720021428part1.wav,102.691724667,102.862989772,G
SanctSound_GR03_06_671666216_210720021428part1.wav,151.55470425,151.716454627,G
SanctSound_GR03_06_671666216_210720021428part1.wav,161.695538892,161.866803996,G
SanctSound_GR03_06_671666216_210720021428part1.wav,165.377738642,165.520459562,G
SanctSound_GR03_06_671666216_210720021428part1.wav,267.955276384,268.183629856,G
SanctSound_GR03_06_671666216_210720021428part1.wav,321.327304333,321.450995798,G
SanctSound_GR03_06_671666216_210720021428part1.wav,324.666041151,324.837306256,G
SanctSound_GR03_06_671666216_210720021428part1.wav,328.348240902,328.471932366,G
SanctSound_GR03_06_671666216_210720021428part1.wav,336.782108567,336.972403128,G
SanctSound_GR03_06_671666216_210720021428part1.wav,403.426249405,403.616543966,G
SanctSound_GR03_06_671666216_210720021428part1.wav,460.242608904,460.366300369,G
SanctSound_GR03_06_671666216_210720021428part1.wav,494.815399699,494.996179531,G
SanctSound_GR03_06_671666216_210720021428part1.wav,549.939091163,550.119870996,G
SanctSound_GR03_06_671666216_210720021428part1.wav,652.333972407,652.60989952,G
SanctSound_GR03_06_671666216_210720021428part1.wav,656.920071321,657.062792242,G
SanctSound_GR03_06_671666216_210720021428part1.wav,787.885835653,788.076130213,G
SanctSound_GR03_06_671666216_210720021428part1.wav,814.086598497,814.238834146,G
SanctSound_GR03_06_671666216_210720021428part1.wav,831.859177747,832.020928124,G
SanctSound_GR03_06_671666216_210720021428part1.wav,833.513807703,833.647013895,G
SanctSound_GR03_06_671666216_210720021428part1.wav,849.859177747,849.99238394,G
SanctSound_GR03_06_671666216_210720021428part1.wav,872.311137746,872.48240285,G
SanctSound_GR03_06_671666216_210720021428part1.wav,872.767844692,872.986683436,G
SanctSound_GR03_06_671666216_210720021428part1.wav,892.404377914,892.575643019,G
SanctSound_GR03_06_671666216_210720021428part1.wav,895.210289962,895.381555067,G
SanctSound_GR03_06_671666216_210720021428part1.wav,897.608001427,897.74120762,G
SanctSound_GR03_06_671666216_210720021428part1.wav,905.418660423,905.656528624,G
SanctSound_GR03_06_671666216_210720021428part1.wav,907.245488206,907.445297494,G
SanctSound_GR03_06_671666216_210720021428part1.wav,914.637499167,914.799249544,G
SanctSound_GR03_06_671666216_210720021428part1.wav,923.513807703,923.637499167,G
SanctSound_GR03_06_671666216_210720021428part1.wav,938.098953061,938.213129797,G
SanctSound_GR03_06_671666216_210720021428part1.wav,941.323513142,941.456719335,G
SanctSound_GR03_06_671666216_210720021428part1.wav,952.8544308,953.006666449,G
SanctSound_GR03_06_671666216_210720021428part1.wav,965.203615069,965.308277077,G
SanctSound_GR03_06_671666216_210720021428part1.wav,966.840148291,967.163649045,G
SanctSound_GR03_06_671666216_210720021428part1.wav,994.257863602,994.353010882,G
SanctSound_GR03_06_671666216_210720021428part1.wav,994.914379837,995.028556573,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1007.453858666,1007.634638499,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1040.33302787,1040.485263519,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1043.063754817,1043.273078834,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1046.279732893,1046.355850718,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1052.682212139,1052.805903604,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1061.986683436,1062.138919085,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1096.825886616,1097.120843185,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1104.160809209,1104.370133226,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1102.771658916,1102.933409293,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1125.776405863,1125.928641512,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1130.095159669,1130.266424774,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1149.113235569,1149.246441762,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1161.804950048,1161.995244608,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1171.918173228,1172.05137942,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1173.802089379,1173.925780844,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1179.148433813,1179.272125278,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1182.078970048,1182.193146785,G
SanctSound_GR03_06_671666216_210720021428part1.wav,1190.945763856,1191.117028961,G
