Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_06_671666216_210420144227part1.wav,20.801083413,21.090325722,G
SanctSound_GR03_06_671666216_210420144227part1.wav,37.82679353,37.994249604,G
SanctSound_GR03_06_671666216_210420144227part1.wav,61.101659848,61.368067238,G
SanctSound_GR03_06_671666216_210420144227part1.wav,313.307311132,313.469061509,G
SanctSound_GR03_06_671666216_210420144227part1.wav,452.787815315,452.968595147,G
SanctSound_GR03_06_671666216_210420144227part1.wav,499.966688035,500.147467868,G
SanctSound_GR03_06_671666216_210420144227part1.wav,518.033291131,518.176012052,G
SanctSound_GR03_06_671666216_210420144227part1.wav,534.349184269,534.482390461,G
SanctSound_GR03_06_671666216_210420144227part1.wav,559.351091381,559.636533222,G
SanctSound_GR03_06_671666216_210420144227part1.wav,594.913413892,595.132252636,G
SanctSound_GR03_06_671666216_210420144227part1.wav,666.342530209,666.542339498,G
SanctSound_GR03_06_671666216_210420144227part1.wav,801.951472804,802.11322318,G
SanctSound_GR03_06_671666216_210420144227part1.wav,857.169357992,857.426255649,G
SanctSound_GR03_06_671666216_210420144227part1.wav,862.821106446,862.973342095,G
SanctSound_GR03_06_671666216_210420144227part1.wav,1118.492858746,1118.607035482,G
SanctSound_GR03_06_671666216_210420144227part1.wav,1169.791608706,1169.934329627,G
