	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
276	281	Spectrogram 1	1	0.0	0.650124725	0.0	501.718	M
277	282	Spectrogram 1	1	0.716079407	1.52637979	0.0	460.481	M
278	283	Spectrogram 1	1	1.582912374	2.185926612	34.364	501.718	M
279	284	Spectrogram 1	1	2.251881294	4.35300903	54.983	515.464	M
280	285	Spectrogram 1	1	4.456652102	5.078510534	41.237	494.845	M
281	286	Spectrogram 1	1	5.370595556	6.011298184	27.491	467.354	M
282	287	Spectrogram 1	1	6.425870472	7.801496702	20.619	494.845	M
283	288	Spectrogram 1	1	8.300867868	9.18654503	34.364	432.99	M
284	289	Spectrogram 1	1	9.26192181	9.629383611	61.856	412.371	M
285	290	Spectrogram 1	1	9.770715073	10.420839798	20.619	412.371	M
286	291	Spectrogram 1	1	10.665814332	11.928375393	20.619	439.863	M
287	292	Spectrogram 1	1	11.984907977	12.456012851	13.746	439.863	M
288	293	Spectrogram 1	1	12.53138963	14.679627853	0.0	412.371	M
289	294	Spectrogram 1	1	15.016957692	16.449116507	0.0	446.735	M
290	295	Spectrogram 1	1	16.581025872	19.200368967	0.0	446.735	M
291	296	Spectrogram 1	1	19.360544624	20.736170854	41.237	474.227	M
292	297	Spectrogram 1	1	20.877502316	22.064686597	0.0	460.481	M
293	298	Spectrogram 1	1	22.206018059	23.553377997	0.0	432.99	M
294	299	Spectrogram 1	1	23.722975751	25.183400858	0.0	460.481	M
295	300	Spectrogram 1	1	25.494330075	28.639444959	0.0	474.227	M
296	301	Spectrogram 1	1	28.780776421	34.744964117	0.0	453.608	M
297	302	Spectrogram 1	1	35.074737529	36.280766005	0.0	439.863	M
298	303	Spectrogram 1	1	36.535162636	39.116817342	0.0	446.735	M
299	304	Spectrogram 1	1	39.239304609	41.387542831	0.0	446.735	M
300	305	Spectrogram 1	1	41.517586526	45.653887314	0.0	439.863	M
301	306	Spectrogram 1	1	45.955394433	47.557151002	0.0	419.244	M
302	307	Spectrogram 1	1	47.707904562	48.339185092	0.0	446.735	M
303	308	Spectrogram 1	1	48.574737529	56.054017248	6.873	398.625	M
304	309	Spectrogram 1	1	56.261303392	59.219841996	0.0	426.117	M
305	310	Spectrogram 1	1	59.370595556	59.851122527	0.0	432.99	M
306	311	Spectrogram 1	1	60.105519158	62.347978355	0.0	446.735	M
307	312	Spectrogram 1	1	62.649485474	70.109920998	0.0	487.973	M
308	313	Spectrogram 1	1	70.222986168	71.042708647	13.746	494.845	M
309	314	Spectrogram 1	1	71.193462207	74.915190706	0.0	460.481	M
310	315	Spectrogram 1	1	75.179009435	75.923355135	0.0	474.227	M
311	316	Spectrogram 1	1	76.158907572	79.55086266	0.0	412.371	M
312	317	Spectrogram 1	1	79.908902363	81.878120734	0.0	460.481	M
313	318	Spectrogram 1	1	82.187184281	83.647609388	0.0	494.845	M
314	319	Spectrogram 1	1	83.873739727	84.815949474	0.0	515.464	M
315	320	Spectrogram 1	1	85.023235618	85.880646488	0.0	474.227	M
316	321	Spectrogram 1	1	85.956023267	89.687173864	6.873	460.481	M
317	322	Spectrogram 1	1	89.998103081	92.174607595	0.0	481.1	M
318	323	Spectrogram 1	1	92.353627447	97.986176063	0.0	529.21	M
319	324	Spectrogram 1	1	98.221728499	100.737428523	0.0	515.464	M
320	325	Spectrogram 1	1	101.010669349	106.296466028	0.0	542.955	M
321	326	Spectrogram 1	1	106.466063782	111.806527376	0.0	487.973	M
322	327	Spectrogram 1	1	111.947858838	115.726119923	0.0	494.845	M
323	328	Spectrogram 1	1	115.942828164	121.181514356	0.0	494.845	M
324	329	Spectrogram 1	1	121.31342372	124.204141973	0.0	481.1	M
325	330	Spectrogram 1	1	124.411428117	125.023864452	0.0	467.354	M
326	331	Spectrogram 1	1	125.278261084	129.810289965	0.0	501.718	M
327	332	Spectrogram 1	1	130.149485474	133.239933443	0.0	536.082	M
328	333	Spectrogram 1	1	133.447219588	135.774477662	0.0	542.955	M
329	334	Spectrogram 1	1	136.41331462	137.280147587	0.0	542.955	M
330	335	Spectrogram 1	1	137.496855829	139.145722885	0.0	508.591	M
331	336	Spectrogram 1	1	139.513184686	141.604890324	0.0	515.464	M
332	337	Spectrogram 1	1	141.812176468	142.62247685	0.0	529.21	M
333	338	Spectrogram 1	1	142.763808312	143.574108695	0.0	508.591	M
334	339	Spectrogram 1	1	143.800239034	144.450363759	0.0	501.718	M
335	340	Spectrogram 1	1	144.81782556	145.56217126	0.0	515.464	M
336	341	Spectrogram 1	1	145.891944671	146.947219588	0.0	508.591	M
337	342	Spectrogram 1	1	147.154505732	150.808413879	0.0	584.192	M
338	343	Spectrogram 1	1	150.902634854	156.113054753	0.0	529.21	M
339	344	Spectrogram 1	1	156.452250262	159.269457404	0.0	501.718	M
340	345	Spectrogram 1	1	159.420210964	160.060913591	6.873	577.32	M
341	346	Spectrogram 1	1	160.795837194	161.540182894	0.0	556.701	M
342	347	Spectrogram 1	1	160.098601981	160.682772024	0.0	584.192	M
343	348	Spectrogram 1	1	161.559027089	163.358647705	0.0	549.828	M
344	349	Spectrogram 1	1	163.677133349	172.703502722	0.0	487.973	M
345	350	Spectrogram 1	1	172.986165646	175.294579525	54.983	501.718	M
346	351	Spectrogram 1	1	175.567820352	176.340432344	0.0	563.574	M
347	352	Spectrogram 1	1	176.536430721	177.299620616	0.0	487.973	M
348	353	Spectrogram 1	1	177.58228354	180.437179072	0.0	597.938	M
349	354	Spectrogram 1	1	180.776374581	181.417077209	0.0	591.065	M
350	355	Spectrogram 1	1	181.633785451	184.469836788	0.0	584.192	M
351	356	Spectrogram 1	1	184.620590348	188.898222597	0.0	611.684	M
352	357	Spectrogram 1	1	189.124352937	192.994969326	0.0	570.447	M
353	358	Spectrogram 1	1	193.296476445	194.097354729	0.0	632.302	M
354	359	Spectrogram 1	1	194.125621022	200.165185498	0.0	501.718	M
355	360	Spectrogram 1	1	200.476114714	201.380636071	0.0	570.447	M
356	361	Spectrogram 1	1	201.710409482	202.454755182	0.0	556.701	M
357	362	Spectrogram 1	1	202.878749568	205.336051337	0.0	597.938	M
358	363	Spectrogram 1	1	205.731779431	206.485547228	0.0	625.43	M
359	364	Spectrogram 1	1	206.598612398	208.765694815	0.0	591.065	M
360	365	Spectrogram 1	1	208.925870472	219.49559816	0.0	584.192	M
361	366	Spectrogram 1	1	219.844215766	233.5891903	0.0	618.557	M
362	367	Spectrogram 1	1	234.097983564	241.32473232	0.0	632.302	M
363	368	Spectrogram 1	1	241.494330075	246.910170449	0.0	584.192	M
364	369	Spectrogram 1	1	247.258788055	250.405768609	0.0	625.43	M
365	370	Spectrogram 1	1	250.763808312	253.232397849	0.0	584.192	M
366	371	Spectrogram 1	1	253.665814332	257.491185903	0.0	604.811	M
367	372	Spectrogram 1	1	257.903892523	269.427117724	0.0	604.811	M
368	373	Spectrogram 1	1	269.756891135	281.26882857	0.0	611.684	M
369	374	Spectrogram 1	1	281.551491494	284.613673171	0.0	563.574	M
370	375	Spectrogram 1	1	284.885048328	287.758788055	0.0	556.701	M
371	376	Spectrogram 1	1	288.069717271	288.898861848	0.0	542.955	M
372	377	Spectrogram 1	1	289.143836382	293.383780242	0.0	515.464	M
373	378	Spectrogram 1	1	293.600488484	311.378120734	0.0	556.701	M
374	379	Spectrogram 1	1	311.771983158	325.179627853	0.0	604.811	M
375	380	Spectrogram 1	1	325.516957692	356.361173458	0.0	659.794	M
