	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
0	1	Spectrogram 1	1	9.441475103	9.753552331	118.7	1060.7	UNK
1	2	Spectrogram 1	1	11.884811449	12.037044244	190.0	1219.0	UNK
2	3	Spectrogram 1	1	19.377706787	19.621279258	0.0	443.3	UNK
3	4	Spectrogram 1	1	20.801083413	21.090325722	0.0	395.8	UNK
4	5	Spectrogram 1	1	27.243572471	27.471921662	0.0	514.5	UNK
5	6	Spectrogram 1	1	37.82679353	37.994249604	0.0	633.2	UNK
6	7	Spectrogram 1	1	45.228349191	45.662212655	134.6	799.5	UNK
7	8	Spectrogram 1	1	47.717355376	47.945704567	150.4	783.6	UNK
8	9	Spectrogram 1	1	61.101659848	61.368067238	0.0	379.9	UNK
9	10	Spectrogram 1	1	73.111299397	73.255920552	617.4	1060.7	UNK
10	11	Spectrogram 1	1	83.656462258	85.300576435	95.0	949.8	UNK
11	12	Spectrogram 1	1	82.994249604	83.123647479	182.1	862.8	UNK
12	13	Spectrogram 1	1	100.255944101	100.417694477	641.1	1108.2	UNK
13	14	Spectrogram 1	1	123.860118915	123.955266195	197.9	886.5	UNK
14	15	Spectrogram 1	1	124.183619668	124.278766948	197.9	918.2	UNK
15	16	Spectrogram 1	1	127.579444854	127.665077406	269.1	807.4	UNK
16	17	Spectrogram 1	1	127.998092888	128.17887272	229.5	752.0	UNK
17	18	Spectrogram 1	1	152.353931216	152.506166865	166.2	886.5	UNK
18	19	Spectrogram 1	1	153.105594731	153.191227284	134.6	775.7	UNK
19	20	Spectrogram 1	1	166.947658579	167.366306613	0.0	379.9	UNK
20	21	Spectrogram 1	1	169.497605693	170.829667618	340.4	934.0	UNK
21	22	Spectrogram 1	1	176.927675567	177.060881759	174.1	649.1	UNK
22	23	Spectrogram 1	1	177.412926697	177.555647617	205.8	633.2	UNK
23	24	Spectrogram 1	1	182.0361518	182.331108369	0.0	530.3	UNK
24	25	Spectrogram 1	1	191.188387448	191.635579666	87.1	989.4	UNK
25	26	Spectrogram 1	1	197.372960672	197.515681593	213.7	728.2	UNK
26	27	Spectrogram 1	1	199.436723934	200.216931633	285.0	981.5	UNK
27	28	Spectrogram 1	1	223.059928203	223.212163852	205.8	870.7	UNK
28	29	Spectrogram 1	1	223.783047534	223.916253727	182.1	791.5	UNK
29	30	Spectrogram 1	1	224.981903267	225.191227284	174.1	815.3	UNK
30	31	Spectrogram 1	1	225.429095484	225.561368954	174.1	894.4	UNK
31	32	Spectrogram 1	1	243.827781339	243.97050226	395.8	1274.4	UNK
32	33	Spectrogram 1	1	257.803984102	258.68885381	285.0	815.3	UNK
33	34	Spectrogram 1	1	270.09514728	270.837296067	379.9	1084.4	UNK
34	35	Spectrogram 1	1	288.362492388	289.236914645	348.3	997.3	UNK
35	36	Spectrogram 1	1	294.184573224	294.355838329	118.7	696.6	UNK
36	37	Spectrogram 1	1	298.807798327	298.998092888	498.7	973.6	UNK
37	38	Spectrogram 1	1	311.632718998	311.81349883	498.7	839.0	UNK
38	39	Spectrogram 1	1	313.307311132	313.469061509	0.0	348.3	UNK
39	40	Spectrogram 1	1	324.932443348	325.06564954	577.8	1060.7	UNK
40	41	Spectrogram 1	1	330.993325107	331.145560756	166.2	688.6	UNK
41	42	Spectrogram 1	1	334.493812302	334.627018494	126.6	823.2	UNK
42	43	Spectrogram 1	1	349.431002597	349.735473894	126.6	870.7	UNK
43	44	Spectrogram 1	1	350.087518831	350.430049041	364.1	981.5	UNK
44	45	Spectrogram 1	1	350.82015289	350.972388539	182.1	783.6	UNK
45	46	Spectrogram 1	1	356.642233726	356.803984102	538.2	1923.4	UNK
46	47	Spectrogram 1	1	362.17887272	362.331108369	174.1	720.3	UNK
47	48	Spectrogram 1	1	388.179826277	388.313032469	110.8	554.1	UNK
48	49	Spectrogram 1	1	389.321593641	389.578491298	102.9	562.0	UNK
49	50	Spectrogram 1	1	389.911506779	390.292095901	71.2	601.6	UNK
50	51	Spectrogram 1	1	390.434816821	390.615596654	174.1	680.7	UNK
51	52	Spectrogram 1	1	390.786861759	391.062788872	15.8	728.2	UNK
52	53	Spectrogram 1	1	391.681246194	391.938143851	63.3	791.5	UNK
53	54	Spectrogram 1	1	392.651748454	392.918160839	87.1	688.6	UNK
54	55	Spectrogram 1	1	393.964780923	394.212163852	71.2	657.0	UNK
55	56	Spectrogram 1	1	399.406272637	399.53947883	213.7	554.1	UNK
56	57	Spectrogram 1	1	419.851557743	420.479529793	7.9	1060.7	UNK
57	58	Spectrogram 1	1	422.82015289	423.019962179	142.5	775.7	UNK
58	59	Spectrogram 1	1	425.264505273	425.454799833	110.8	569.9	UNK
59	60	Spectrogram 1	1	435.273066445	435.444331549	142.5	854.9	UNK
60	61	Spectrogram 1	1	438.841089458	439.031384019	506.6	1899.7	UNK
61	62	Spectrogram 1	1	443.017122344	443.159843264	269.1	593.7	UNK
62	63	Spectrogram 1	1	452.787815315	452.968595147	0.0	427.4	UNK
63	64	Spectrogram 1	1	457.307311132	457.497605693	498.7	831.1	UNK
64	65	Spectrogram 1	1	459.999046444	460.11322318	158.3	791.5	UNK
65	66	Spectrogram 1	1	461.825874227	462.510934646	182.1	1060.7	UNK
66	67	Spectrogram 1	1	481.985717491	482.309218245	688.6	1187.3	UNK
67	68	Spectrogram 1	1	487.55090067	487.722165775	245.4	688.6	UNK
68	69	Spectrogram 1	1	494.658402513	496.398665021	166.2	854.9	UNK
69	70	Spectrogram 1	1	498.19694862	498.349184269	182.1	712.4	UNK
70	71	Spectrogram 1	1	499.376774897	499.595613642	324.5	775.7	UNK
71	72	Spectrogram 1	1	499.966688035	500.147467868	0.0	300.8	UNK
72	73	Spectrogram 1	1	507.254036989	507.387243181	569.9	949.8	UNK
73	74	Spectrogram 1	1	516.330154813	516.387243181	221.6	886.5	UNK
74	75	Spectrogram 1	1	518.033291131	518.176012052	23.7	277.0	UNK
