	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
0	1	Spectrogram 1	1	594.468062361	594.582236957	379.9	981.5	UNK
1	2	Spectrogram 1	1	595.29011945	595.404294045	63.3	736.1	UNK
2	3	Spectrogram 1	1	595.701147994	595.80771095	490.8	854.9	UNK
3	4	Spectrogram 1	1	596.264409332	596.378583928	0.0	253.3	UNK
4	5	Spectrogram 1	1	40.772498097	40.917119252	0.0	379.9	UNK
5	6	Spectrogram 1	1	48.227335236	48.326286552	451.2	997.3	UNK
6	7	Spectrogram 1	1	48.744926736	48.859101332	0.0	308.7	UNK
7	8	Spectrogram 1	1	54.943843324	55.210250714	0.0	1044.8	UNK
8	9	Spectrogram 1	1	72.456698382	72.662212655	0.0	340.4	UNK
9	10	Spectrogram 1	1	82.842016809	83.275880273	87.1	237.5	UNK
10	11	Spectrogram 1	1	94.42236267	94.544148906	403.7	791.5	UNK
11	12	Spectrogram 1	1	95.069352046	95.175915002	292.9	1124.0	UNK
12	13	Spectrogram 1	1	95.586943546	95.723953061	316.6	854.9	UNK
13	14	Spectrogram 1	1	96.317660958	96.477505392	221.6	1044.8	UNK
14	15	Spectrogram 1	1	97.611639708	97.741037583	379.9	997.3	UNK
15	16	Spectrogram 1	1	99.228349191	99.365358706	292.9	759.9	UNK
16	17	Spectrogram 1	1	99.867726927	100.012348081	356.2	870.7	UNK
17	18	Spectrogram 1	1	103.277741516	103.574595465	379.9	981.5	UNK
18	19	Spectrogram 1	1	102.470907707	102.547024104	411.6	823.2	UNK
19	20	Spectrogram 1	1	100.82679353	101.420501427	419.5	1147.7	UNK
20	21	Spectrogram 1	1	111.531800825	111.6611987	0.0	854.9	UNK
21	22	Spectrogram 1	1	115.368067238	115.482241833	300.8	965.7	UNK
22	23	Spectrogram 1	1	123.561233428	123.713466223	95.0	205.8	UNK
23	24	Spectrogram 1	1	127.438599905	127.583221059	229.5	680.7	UNK
24	25	Spectrogram 1	1	126.334912147	126.799222169	285.0	443.3	UNK
25	26	Spectrogram 1	1	129.40240295	129.585082303	95.0	300.8	UNK
26	27	Spectrogram 1	1	145.332036949	145.469046464	490.8	886.5	UNK
27	28	Spectrogram 1	1	144.190290993	144.327300507	577.8	807.4	UNK
28	29	Spectrogram 1	1	150.355719156	150.500340311	467.0	1139.8	UNK
29	30	Spectrogram 1	1	151.779095782	151.969386775	0.0	308.7	UNK
30	31	Spectrogram 1	1	154.720230574	155.047531082	0.0	308.7	UNK
31	32	Spectrogram 1	1	163.598444339	163.81918189	142.5	332.4	UNK
32	33	Spectrogram 1	1	173.298715192	173.466171265	554.1	1013.2	UNK
33	34	Spectrogram 1	1	176.967525531	177.096923406	348.3	744.0	UNK
34	35	Spectrogram 1	1	173.572734221	173.724967016	427.4	752.0	UNK
35	36	Spectrogram 1	1	175.978012369	176.107410244	0.0	253.3	UNK
36	37	Spectrogram 1	1	181.705007295	181.83440517	71.2	823.2	UNK
37	38	Spectrogram 1	1	202.026557406	202.1787902	237.5	617.4	UNK
38	39	Spectrogram 1	1	205.025543451	205.170164605	443.3	1519.8	UNK
39	40	Spectrogram 1	1	208.925744846	209.154094037	443.3	1171.5	UNK
40	41	Spectrogram 1	1	211.742051538	211.856226134	0.0	387.9	UNK
41	42	Spectrogram 1	1	220.414751031	220.544148906	39.6	554.1	UNK
42	43	Spectrogram 1	1	228.417626229	228.501354266	79.2	474.9	UNK
43	44	Spectrogram 1	1	228.798208214	228.889547891	332.4	934.0	UNK
44	45	Spectrogram 1	1	232.779095782	233.022668252	0.0	221.6	UNK
45	46	Spectrogram 1	1	237.244522261	237.415787365	0.0	245.4	UNK
46	47	Spectrogram 1	1	242.620343601	242.829667618	0.0	221.6	UNK
47	48	Spectrogram 1	1	246.244522261	246.482390461	150.4	934.0	UNK
48	49	Spectrogram 1	1	250.117016572	250.65935607	403.7	902.4	UNK
49	50	Spectrogram 1	1	244.198855733	244.351091381	87.1	443.3	UNK
