	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
7	8	Spectrogram 1	1	25.469061509	25.992371551	312.2	800.5	D
10	11	Spectrogram 1	1	27.237868201	28.16079682	8.0	584.4	D
34	36	Spectrogram 1	1	100.294013202	101.007617804	113.2	322.6	D
52	54	Spectrogram 1	1	141.726922911	142.183629856	84.9	1081.1	D
84	86	Spectrogram 1	1	268.840146091	274.804947847	0.0	968.6	D
85	87	Spectrogram 1	1	275.337772617	278.344426677	0.0	552.3	D
102	104	Spectrogram 1	1	310.176975797	311.290198977	328.2	872.5	D
109	111	Spectrogram 1	1	330.912454091	334.061829072	48.0	800.5	D
123	125	Spectrogram 1	1	390.801138023	391.238815513	0.0	280.2	D
137	139	Spectrogram 1	1	436.40056589	436.904846476	496.3	920.6	D
141	143	Spectrogram 1	1	440.273060201	442.252123632	432.3	992.6	D
158	161	Spectrogram 1	1	484.312072669	486.205503548	376.2	896.6	D
173	176	Spectrogram 1	1	516.705990743	517.333962793	16.0	568.4	D
181	184	Spectrogram 1	1	538.67458589	539.426249405	72.0	520.3	D
182	185	Spectrogram 1	1	542.823007314	543.736421206	128.1	568.4	D
225	228	Spectrogram 1	1	710.977159689	711.443381363	0.0	425.8	D
237	240	Spectrogram 1	1	744.893434249	750.9448103	181.4	859.6	D
251	254	Spectrogram 1	1	770.86585264	771.227412306	23.7	394.3	D
252	255	Spectrogram 1	1	769.857291468	770.542351887	15.8	607.2	D
265	268	Spectrogram 1	1	792.785920592	793.280686449	47.3	465.3	D
290	294	Spectrogram 1	1	837.091345445	837.662229127	71.0	796.5	D
293	297	Spectrogram 1	1	845.368226114	846.053286533	441.6	828.0	D
336	340	Spectrogram 1	1	961.987636993	962.596579587	126.2	465.3	D
362	366	Spectrogram 1	1	1015.283547118	1021.363458333	386.4	1064.6	D
409	413	Spectrogram 1	1	1167.731692892	1168.216944022	39.4	512.6	D
