	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
11	13	Spectrogram 1	1	613.968982068	614.681009119	245.4	949.8	D
15	17	Spectrogram 1	1	610.149166361	611.858031283	118.7	1036.9	D
47	49	Spectrogram 1	1	91.351066071	92.728920037	58.0	1000.0	D
49	51	Spectrogram 1	1	93.8376619	94.44047301	130.4	826.1	D
50	52	Spectrogram 1	1	96.690250189	97.831285504	144.9	1405.8	D
137	142	Spectrogram 1	1	293.085667651	294.226702966	101.4	993.2	D
169	175	Spectrogram 1	1	346.24603789	346.848849	120.0	960.0	D
240	247	Spectrogram 1	1	507.352697414	508.116975786	67.7	1330.8	D
247	254	Spectrogram 1	1	521.358182524	529.174089272	56.4	1037.6	D
310	319	Spectrogram 1	1	656.201122208	657.428273396	103.1	893.1	D
324	333	Spectrogram 1	1	687.733861303	688.43355277	286.3	1030.5	D
342	352	Spectrogram 1	1	738.976165063	739.643563078	0.0	801.5	D
382	392	Spectrogram 1	1	817.823268242	819.308767049	68.7	732.8	D
426	436	Spectrogram 1	1	942.660703958	945.125770819	114.5	881.7	D
436	446	Spectrogram 1	1	973.827450594	974.247265474	194.7	1053.4	D
461	471	Spectrogram 1	1	1040.347436897	1040.896425587	194.7	927.5	D
464	474	Spectrogram 1	1	1043.167731733	1044.373353953	45.8	1076.3	D
476	486	Spectrogram 1	1	1074.108424203	1075.066463288	103.1	847.3	D
483	493	Spectrogram 1	1	1084.852270628	1087.66180098	91.6	938.9	D
497	507	Spectrogram 1	1	1128.000779362	1129.195637098	171.8	858.8	D
