	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
63	65	Spectrogram 1	1	121.505059915	121.709585113	0.0	405.8	G
113	118	Spectrogram 1	1	245.480662497	245.685187695	0.0	1094.6	G
144	150	Spectrogram 1	1	308.792832536	309.008122218	0.0	628.4	G
200	206	Spectrogram 1	1	393.915629949	394.249328956	0.0	285.0	G
328	337	Spectrogram 1	1	696.723096819	696.873799596	0.0	687.0	G
334	344	Spectrogram 1	1	723.076130751	723.216069044	57.3	503.8	G
337	347	Spectrogram 1	1	731.161149601	731.376439284	0.0	561.1	G
338	348	Spectrogram 1	1	732.668177376	732.904996027	0.0	503.8	G
339	349	Spectrogram 1	1	734.046031342	734.19673412	0.0	572.5	G
340	350	Spectrogram 1	1	735.531530149	735.649939474	0.0	572.5	G
341	351	Spectrogram 1	1	737.08161586	737.221554154	0.0	584.0	G
349	359	Spectrogram 1	1	753.983638481	754.166634711	0.0	309.2	G
353	363	Spectrogram 1	1	760.077227773	760.281752971	0.0	343.5	G
357	367	Spectrogram 1	1	768.474416663	768.668177376	0.0	435.1	G
370	380	Spectrogram 1	1	794.710138291	794.871605553	0.0	389.3	G
