	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
3	4	Spectrogram 1	1	596.264409332	596.378583928	0.0	253.3	G
4	5	Spectrogram 1	1	40.772498097	40.917119252	0.0	379.9	G
6	7	Spectrogram 1	1	48.744926736	48.859101332	0.0	308.7	G
8	9	Spectrogram 1	1	72.456698382	72.662212655	0.0	340.4	G
22	23	Spectrogram 1	1	123.561233428	123.713466223	95.0	205.8	G
25	26	Spectrogram 1	1	129.40240295	129.585082303	95.0	300.8	G
29	30	Spectrogram 1	1	151.779095782	151.969386775	0.0	308.7	G
30	31	Spectrogram 1	1	154.720230574	155.047531082	0.0	308.7	G
35	36	Spectrogram 1	1	175.978012369	176.107410244	0.0	253.3	G
40	41	Spectrogram 1	1	211.742051538	211.856226134	0.0	387.9	G
44	45	Spectrogram 1	1	232.779095782	233.022668252	0.0	221.6	G
45	46	Spectrogram 1	1	237.244522261	237.415787365	0.0	245.4	G
46	47	Spectrogram 1	1	242.620343601	242.829667618	0.0	221.6	G
57	58	Spectrogram 1	1	290.226446361	290.47382929	0.0	213.7	G
80	81	Spectrogram 1	1	367.84965063	368.144607199	0.0	313.4	G
82	83	Spectrogram 1	1	361.0180759	361.255944101	0.0	279.9	G
83	84	Spectrogram 1	1	360.380589121	360.513795314	0.0	391.8	G
90	91	Spectrogram 1	1	382.928629123	383.080864772	0.0	205.8	G
94	95	Spectrogram 1	1	390.843950127	390.977156319	0.0	316.6	G
104	106	Spectrogram 1	1	425.245477839	425.426257671	158.3	791.5	G
107	109	Spectrogram 1	1	448.954314661	449.058976669	0.0	569.9	G
111	113	Spectrogram 1	1	493.526151899	493.649843363	0.0	443.3	G
113	115	Spectrogram 1	1	501.850606208	502.002841857	0.0	569.9	G
117	119	Spectrogram 1	1	509.927677589	510.079913237	0.0	395.8	G
137	140	Spectrogram 1	1	607.376776919	607.681248216	0.0	332.4	G
153	156	Spectrogram 1	1	703.722167797	703.902947629	0.0	411.6	G
156	159	Spectrogram 1	1	721.617505788	721.864888717	0.0	285.0	G
160	165	Spectrogram 1	1	743.784956668	744.022824869	0.0	269.1	G
161	166	Spectrogram 1	1	747.229288218	747.36249441	0.0	308.7	G
164	169	Spectrogram 1	1	753.022824869	753.26069307	0.0	292.9	G
165	170	Spectrogram 1	1	753.555649639	753.755458928	0.0	300.8	G
166	171	Spectrogram 1	1	756.21977349	756.448126962	0.0	379.9	G
167	172	Spectrogram 1	1	762.888665121	763.012356585	0.0	490.8	G
169	174	Spectrogram 1	1	776.844905705	777.082773906	0.0	253.3	G
171	176	Spectrogram 1	1	782.116065037	782.306359598	0.0	253.3	G
177	182	Spectrogram 1	1	798.812547296	798.974297673	0.0	411.6	G
185	190	Spectrogram 1	1	808.649843363	808.744990644	0.0	285.0	G
188	193	Spectrogram 1	1	821.987626625	822.235009554	0.0	269.1	G
189	194	Spectrogram 1	1	825.374869807	825.536620183	0.0	664.9	G
190	195	Spectrogram 1	1	829.123672653	829.323481942	0.0	664.9	G
192	197	Spectrogram 1	1	837.115111481	837.305406042	0.0	664.9	G
196	201	Spectrogram 1	1	865.236916667	865.398667043	0.0	395.8	G
206	211	Spectrogram 1	1	910.42814395	910.627953239	0.0	474.9	G
226	232	Spectrogram 1	1	1009.046629837	1009.217894941	0.0	212.9	G
230	236	Spectrogram 1	1	1016.629868082	1016.715500634	0.0	386.4	G
243	249	Spectrogram 1	1	1075.576593938	1075.728829587	47.3	465.3	G
244	250	Spectrogram 1	1	1081.303527494	1081.550910423	0.0	252.4	G
250	258	Spectrogram 1	1	1110.354877458	1110.526142563	0.0	383.6	G
251	259	Spectrogram 1	1	1111.990477958	1112.180772518	0.0	227.0	G
254	262	Spectrogram 1	1	1141.626057624	1141.873440553	0.0	195.7	G
255	263	Spectrogram 1	1	1141.968587833	1142.092279297	0.0	250.5	G
256	265	Spectrogram 1	1	1155.097047078	1155.306371095	0.0	367.9	G
