	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
2	3	Spectrogram 1	1	5.594660086	5.737381006	8.0	272.2	G
5	6	Spectrogram 1	1	13.576584186	13.852511299	0.0	224.1	G
8	9	Spectrogram 1	1	22.985717491	23.156982596	16.0	296.2	G
16	17	Spectrogram 1	1	58.823967115	58.938143851	0.0	392.2	G
28	30	Spectrogram 1	1	87.803040735	87.936246928	0.0	300.0	G
36	38	Spectrogram 1	1	102.691724667	102.862989772	0.0	164.2	G
54	56	Spectrogram 1	1	151.55470425	151.716454627	0.0	240.1	G
61	63	Spectrogram 1	1	161.695538892	161.866803996	88.1	432.3	G
63	65	Spectrogram 1	1	165.377738642	165.520459562	0.0	296.2	G
82	84	Spectrogram 1	1	267.955276384	268.183629856	0.0	432.3	G
103	105	Spectrogram 1	1	321.327304333	321.450995798	40.0	200.1	G
104	106	Spectrogram 1	1	324.666041151	324.837306256	8.0	560.3	G
110	112	Spectrogram 1	1	328.348240902	328.471932366	8.0	256.2	G
112	114	Spectrogram 1	1	336.782108567	336.972403128	0.0	600.4	G
128	130	Spectrogram 1	1	403.426249405	403.616543966	8.0	352.2	G
150	153	Spectrogram 1	1	460.242608904	460.366300369	0.0	344.2	G
162	165	Spectrogram 1	1	494.815399699	494.996179531	96.1	408.3	G
184	187	Spectrogram 1	1	549.939091163	550.119870996	0.0	336.2	G
211	214	Spectrogram 1	1	652.333972407	652.60989952	0.0	339.1	G
212	215	Spectrogram 1	1	656.920071321	657.062792242	0.0	244.5	G
261	264	Spectrogram 1	1	787.885835653	788.076130213	0.0	394.3	G
276	280	Spectrogram 1	1	814.086598497	814.238834146	31.5	623.0	G
285	289	Spectrogram 1	1	831.859177747	832.020928124	15.8	276.0	G
289	293	Spectrogram 1	1	833.513807703	833.647013895	15.8	386.4	G
295	299	Spectrogram 1	1	849.859177747	849.99238394	47.3	331.2	G
303	307	Spectrogram 1	1	872.311137746	872.48240285	0.0	212.9	G
304	308	Spectrogram 1	1	872.767844692	872.986683436	0.0	276.0	G
311	315	Spectrogram 1	1	892.404377914	892.575643019	0.0	378.5	G
313	317	Spectrogram 1	1	895.210289962	895.381555067	0.0	236.6	G
314	318	Spectrogram 1	1	897.608001427	897.74120762	0.0	291.8	G
316	320	Spectrogram 1	1	905.418660423	905.656528624	0.0	197.1	G
317	321	Spectrogram 1	1	907.245488206	907.445297494	0.0	244.5	G
320	324	Spectrogram 1	1	914.637499167	914.799249544	31.5	307.6	G
322	326	Spectrogram 1	1	923.513807703	923.637499167	0.0	197.1	G
328	332	Spectrogram 1	1	938.098953061	938.213129797	0.0	323.3	G
329	333	Spectrogram 1	1	941.323513142	941.456719335	0.0	323.3	G
333	337	Spectrogram 1	1	952.8544308	953.006666449	0.0	315.4	G
338	342	Spectrogram 1	1	965.203615069	965.308277077	15.8	370.6	G
339	343	Spectrogram 1	1	966.840148291	967.163649045	0.0	283.9	G
357	361	Spectrogram 1	1	994.257863602	994.353010882	71.0	197.1	G
358	362	Spectrogram 1	1	994.914379837	995.028556573	15.8	134.1	G
360	364	Spectrogram 1	1	1007.453858666	1007.634638499	0.0	307.6	G
367	371	Spectrogram 1	1	1040.33302787	1040.485263519	0.0	386.4	G
370	374	Spectrogram 1	1	1043.063754817	1043.273078834	0.0	165.6	G
371	375	Spectrogram 1	1	1046.279732893	1046.355850718	0.0	260.2	G
373	377	Spectrogram 1	1	1052.682212139	1052.805903604	0.0	418.0	G
376	380	Spectrogram 1	1	1061.986683436	1062.138919085	0.0	268.1	G
383	387	Spectrogram 1	1	1096.825886616	1097.120843185	0.0	276.0	G
385	389	Spectrogram 1	1	1104.160809209	1104.370133226	0.0	331.2	G
386	390	Spectrogram 1	1	1102.771658916	1102.933409293	0.0	339.1	G
393	397	Spectrogram 1	1	1125.776405863	1125.928641512	0.0	354.9	G
394	398	Spectrogram 1	1	1130.095159669	1130.266424774	78.9	418.0	G
402	406	Spectrogram 1	1	1149.113235569	1149.246441762	39.4	457.4	G
405	409	Spectrogram 1	1	1161.804950048	1161.995244608	0.0	236.6	G
410	414	Spectrogram 1	1	1171.918173228	1172.05137942	0.0	331.2	G
412	416	Spectrogram 1	1	1173.802089379	1173.925780844	39.4	402.2	G
414	418	Spectrogram 1	1	1179.148433813	1179.272125278	0.0	354.9	G
416	420	Spectrogram 1	1	1182.078970048	1182.193146785	0.0	220.8	G
418	422	Spectrogram 1	1	1190.945763856	1191.117028961	0.0	220.8	G
