	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
8	15	Spectrogram 1	1	83.199418578	83.390998834	92.6	454.6	G
9	16	Spectrogram 1	1	90.779983046	90.971563301	117.9	328.3	G
19	27	Spectrogram 1	1	113.926501854	114.146396684	97.3	389.2	G
22	30	Spectrogram 1	1	136.418639092	136.690889834	97.3	486.5	G
24	32	Spectrogram 1	1	139.638529756	139.847953403	0.0	467.1	G
25	33	Spectrogram 1	1	143.884612958	144.041680694	19.5	389.2	G
27	35	Spectrogram 1	1	149.123427247	149.280494983	19.5	467.1	G
30	38	Spectrogram 1	1	198.185705279	198.311359468	0.0	428.2	G
33	41	Spectrogram 1	1	208.128111693	208.348006523	77.8	389.2	G
35	43	Spectrogram 1	1	220.536480432	220.787788809	41.1	355.8	G
36	44	Spectrogram 1	1	222.719740707	222.991991449	41.1	342.1	G
37	45	Spectrogram 1	1	224.625495899	224.908217823	27.4	301.1	G
39	47	Spectrogram 1	1	232.368954014	232.578377661	54.7	438.0	G
40	48	Spectrogram 1	1	235.437010449	235.667376462	90.9	424.3	G
42	50	Spectrogram 1	1	262.002458464	262.295651571	60.6	424.3	G
43	51	Spectrogram 1	1	263.17523089	263.384654538	30.3	333.4	G
46	54	Spectrogram 1	1	271.285180388	271.609787042	30.3	409.1	G
49	57	Spectrogram 1	1	273.955331894	274.206640271	0.0	424.3	G
50	58	Spectrogram 1	1	276.693564834	276.913459664	15.2	348.5	G
51	59	Spectrogram 1	1	277.395134053	277.615028883	30.3	424.3	G
52	60	Spectrogram 1	1	278.26424219	278.452723473	0.0	394.0	G
66	76	Spectrogram 1	1	344.185706784	344.38465925	28.302	311.321	G
74	84	Spectrogram 1	1	383.285202007	383.578395113	28.302	339.623	G
75	85	Spectrogram 1	1	386.154305977	386.363729625	99.057	382.075	G
76	86	Spectrogram 1	1	391.908239442	392.096720724	14.151	254.717	G
77	87	Spectrogram 1	1	389.793060602	390.012955432	14.151	622.642	G
84	95	Spectrogram 1	1	432.578388613	432.777341078	155.66	424.528	G
90	101	Spectrogram 1	1	462.2590113	462.583617954	0.0	400.249	G
93	104	Spectrogram 1	1	469.468439114	469.824459315	0.0	480.299	G
95	106	Spectrogram 1	1	471.562675589	471.751156872	0.0	400.249	G
104	115	Spectrogram 1	1	521.604568652	521.824463482	40.025	520.324	G
105	116	Spectrogram 1	1	525.583617954	525.834926331	20.012	360.224	G
107	118	Spectrogram 1	1	527.316617387	527.526041034	60.037	340.212	G
111	122	Spectrogram 1	1	568.923928861	569.080996597	35.652	392.177	G
119	130	Spectrogram 1	1	607.730205737	607.950100567	0.0	252.101	G
122	133	Spectrogram 1	1	613.892515314	614.04958305	0.0	226.891	G
124	135	Spectrogram 1	1	625.813975196	626.033870026	12.605	277.311	G
138	150	Spectrogram 1	1	726.211896793	726.473676353	50.42	327.731	G
139	151	Spectrogram 1	1	729.395136235	729.615031065	25.21	390.756	G
140	152	Spectrogram 1	1	732.421307941	732.777328141	0.0	264.706	G
144	156	Spectrogram 1	1	735.6831	735.913466012	0.0	226.891	G
156	168	Spectrogram 1	1	779.573154668	779.772107134	25.21	302.521	G
159	171	Spectrogram 1	1	796.185704254	796.426541449	0.0	441.176	G
167	179	Spectrogram 1	1	825.431791623	825.651686453	0.0	390.756	G
168	180	Spectrogram 1	1	826.656919961	826.91869952	50.42	453.782	G
169	181	Spectrogram 1	1	833.520798757	833.761635951	0.0	264.706	G
177	189	Spectrogram 1	1	909.437020964	909.667386976	25.21	378.151	G
178	190	Spectrogram 1	1	914.033870026	914.295649586	113.445	453.782	G
184	196	Spectrogram 1	1	960.128127334	960.295666252	75.63	327.731	G
189	201	Spectrogram 1	1	977.992001963	978.211896793	0.0	340.336	G
191	203	Spectrogram 1	1	985.913470179	986.133365009	75.63	378.151	G
195	207	Spectrogram 1	1	989.253777356	989.473672186	25.21	277.311	G
197	209	Spectrogram 1	1	994.101934795	994.290416078	37.815	277.311	G
205	217	Spectrogram 1	1	1038.327067299	1038.567904494	12.605	302.521	G
206	218	Spectrogram 1	1	1038.724972229	1038.8610976	50.42	252.101	G
214	226	Spectrogram 1	1	1068.944879559	1069.154303207	12.605	302.521	G
215	227	Spectrogram 1	1	1078.635977596	1078.793045332	88.235	378.151	G
218	230	Spectrogram 1	1	1105.175245572	1105.405611584	75.63	277.311	G
219	231	Spectrogram 1	1	1125.918695353	1126.03387836	63.025	302.521	G
221	233	Spectrogram 1	1	1135.107176636	1135.337542648	63.025	378.151	G
224	236	Spectrogram 1	1	1144.997227138	1145.185708421	50.42	428.571	G
225	237	Spectrogram 1	1	1157.604568216	1157.866347775	12.605	302.521	G
232	244	Spectrogram 1	1	1179.929166536	1180.222359642	0.0	302.521	G
233	245	Spectrogram 1	1	1181.573142168	1181.761623451	25.21	277.311	G
234	246	Spectrogram 1	1	1182.515548582	1182.819212871	0.0	302.521	G
