	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
15	16	Spectrogram 1	1	99.228349191	99.365358706	292.9	759.9	A
26	27	Spectrogram 1	1	145.332036949	145.469046464	490.8	886.5	A
39	40	Spectrogram 1	1	208.925744846	209.154094037	443.3	1171.5	A
51	52	Spectrogram 1	1	251.734520338	251.962873811	23.7	1187.3	A
53	54	Spectrogram 1	1	255.672685022	255.882009039	348.3	744.0	A
59	60	Spectrogram 1	1	298.351091381	298.665077406	538.2	1036.9	A
64	65	Spectrogram 1	1	327.263551717	327.548993558	229.5	862.8	A
66	67	Spectrogram 1	1	334.274973557	334.465268118	316.6	680.7	A
67	68	Spectrogram 1	1	345.463361005	345.672685022	427.4	712.4	A
87	88	Spectrogram 1	1	387.267345108	387.533757493	364.1	1266.5	A
88	89	Spectrogram 1	1	378.114176736	378.266412385	657.0	1076.5	A
91	92	Spectrogram 1	1	387.723119331	387.894384435	704.5	1187.3	A
99	101	Spectrogram 1	1	409.376776919	409.80493968	324.5	1266.5	A
102	104	Spectrogram 1	1	422.449080519	422.686948719	411.6	1076.5	A
103	105	Spectrogram 1	1	422.962875833	423.191229305	617.4	1203.1	A
105	107	Spectrogram 1	1	427.719307128	427.957175329	364.1	1424.8	A
129	132	Spectrogram 1	1	579.615598676	579.891525789	237.5	918.2	A
132	135	Spectrogram 1	1	587.121786374	587.540434408	285.0	791.5	A
148	151	Spectrogram 1	1	669.615598676	669.834437421	253.3	1108.2	A
178	183	Spectrogram 1	1	799.81159374	800.144609221	427.4	1171.5	A
187	192	Spectrogram 1	1	823.338718007	823.643189304	205.8	886.5	A
193	198	Spectrogram 1	1	837.438612234	837.695509891	0.0	3261.1	A
200	205	Spectrogram 1	1	892.371055582	892.808733072	427.4	2216.3	A
202	207	Spectrogram 1	1	895.243570726	895.728821856	554.1	1203.1	A
209	214	Spectrogram 1	1	922.338718007	922.652704032	601.6	1646.4	A
215	221	Spectrogram 1	1	941.737390759	941.946714776	134.1	354.9	A
222	228	Spectrogram 1	1	970.012364316	970.62130691	173.5	544.1	A
224	230	Spectrogram 1	1	975.092296365	975.434826574	646.6	1175.0	A
225	231	Spectrogram 1	1	999.732643811	1000.046629837	536.2	1332.7	A
241	247	Spectrogram 1	1	1062.162692852	1062.580408163	181.4	1040.9	A
253	261	Spectrogram 1	1	1134.024722645	1134.300649758	493.1	1041.1	A
259	268	Spectrogram 1	1	1163.527096119	1163.774479048	305.3	915.8	A
