	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
6	7	Spectrogram 1	1	19.313032469	19.674592134	184.1	576.4	A
12	13	Spectrogram 1	1	40.567069458	40.862026027	0.0	1256.8	A
26	28	Spectrogram 1	1	83.102765085	83.46432475	73.6	345.3	A
46	48	Spectrogram 1	1	127.588969771	127.8363527	62.3	469.8	A
90	92	Spectrogram 1	1	281.093250357	281.597530943	432.3	680.4	A
111	113	Spectrogram 1	1	334.727860034	335.041846059	8.0	648.4	A
116	118	Spectrogram 1	1	363.020930324	363.38248999	56.0	856.5	A
127	129	Spectrogram 1	1	407.194081708	407.584185557	0.0	672.4	A
146	149	Spectrogram 1	1	446.523303798	446.808745639	384.2	984.6	A
169	172	Spectrogram 1	1	514.204549992	514.718345306	0.0	416.3	A
215	218	Spectrogram 1	1	679.600384792	679.819223537	402.2	993.6	A
254	257	Spectrogram 1	1	773.044725361	773.263564106	315.4	820.1	A
256	259	Spectrogram 1	1	774.253095821	774.586111303	370.6	733.4	A
257	260	Spectrogram 1	1	777.449111719	777.801156656	354.9	623.0	A
258	261	Spectrogram 1	1	779.72313172	779.941970465	496.8	843.8	A
260	263	Spectrogram 1	1	788.685072808	789.037117745	354.9	835.9	A
287	291	Spectrogram 1	1	832.448158163	832.714570548	31.5	512.6	A
301	305	Spectrogram 1	1	869.647013895	870.018088289	354.9	859.6	A
310	314	Spectrogram 1	1	889.673650967	890.139872641	0.0	930.5	A
342	346	Spectrogram 1	1	971.653667955	972.024742349	157.7	859.6	A
351	355	Spectrogram 1	1	978.522368875	979.017134733	528.4	930.5	A
353	357	Spectrogram 1	1	985.029510129	985.181745778	126.2	638.8	A
365	369	Spectrogram 1	1	1031.019041845	1031.390116239	78.9	410.1	A
366	370	Spectrogram 1	1	1032.902957996	1033.27403239	71.0	433.7	A
374	378	Spectrogram 1	1	1049.742161176	1050.027603017	55.2	496.8	A
397	401	Spectrogram 1	1	1138.609908539	1138.980982933	181.4	977.9	A
398	402	Spectrogram 1	1	1141.22645875	1141.502385863	23.7	544.1	A
