Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_06_671666216_210720021428part1.wav,0.884869707,1.284488285,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,1.636533222,2.112269624,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,5.594660086,5.737381006,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,4.586098914,5.052320588,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,11.197902176,11.283534729,C
SanctSound_GR03_06_671666216_210720021428part1.wav,13.576584186,13.852511299,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,19.313032469,19.674592134,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,25.469061509,25.992371551,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,22.985717491,23.156982596,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,30.025683516,30.19694862,C
SanctSound_GR03_06_671666216_210720021428part1.wav,27.237868201,28.16079682,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,39.834435399,39.967641591,C
SanctSound_GR03_06_671666216_210720021428part1.wav,40.567069458,40.862026027,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,41.156982596,41.842043015,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,49.985717491,50.632718998,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,54.856325523,54.97050226,C
SanctSound_GR03_06_671666216_210720021428part1.wav,58.823967115,58.938143851,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,56.464314562,57.215978076,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,63.200742012,64.265458829,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,71.230239752,72.238800924,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,64.741195231,65.721212219,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,66.215978076,67.348230713,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,31.681246194,32.261644604,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,76.034254876,76.728830023,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,81.437687678,82.008571361,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,77.718361739,79.240718225,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,83.102765085,83.46432475,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,85.747859479,86.347287345,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,87.803040735,87.936246928,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,90.418658222,90.951482992,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,93.016178976,93.710754123,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,96.422451614,96.58420199,C
SanctSound_GR03_06_671666216_210720021428part1.wav,97.45955697,97.621307346,C
SanctSound_GR03_06_671666216_210720021428part1.wav,97.155085672,97.440527513,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,100.294013202,101.007617804,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,102.406282826,102.939107596,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,102.691724667,102.862989772,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,107.333979226,107.990495461,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,111.111326257,111.644151027,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,114.983820568,115.583248434,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,110.94957588,111.196958809,C
SanctSound_GR03_06_671666216_210720021428part1.wav,109.094203913,109.274983746,C
SanctSound_GR03_06_671666216_210720021428part1.wav,118.617513955,119.235971277,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,122.632729186,123.108465588,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,125.533788515,125.657479979,C
SanctSound_GR03_06_671666216_210720021428part1.wav,126.42817295,127.265469018,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,127.588969771,127.8363527,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,133.316836049,134.13510266,UNK
SanctSound_GR03_06_671666216_210720021428part1.wav,136.341586842,136.731690691,UNK
