Audiofilename,Starttime,Endtime,Q
SanctSound_GR03_06_671666216_210420024227part1.wav,0.0,1199.999979167,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,6.887730575,8.704274903,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,162.24220591,164.300956148,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,166.299154908,166.571636558,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,170.719412772,171.27951394,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,173.078620699,177.78879778,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,331.069385008,331.690037653,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,331.901967825,333.27951394,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,334.838714488,339.879624996,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,13.828258345,14.955754401,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,21.663642325,21.806363344,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,22.220254301,22.405791627,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,24.903409471,41.166963685,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,41.337296067,43.668404436,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,46.085145358,49.244035066,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,44.477156319,44.5723036,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,45.143187282,45.304937659,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,53.13462611,54.742615148,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,57.568489375,59.670311549,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,60.336342511,65.369633643,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,67.994765858,69.926255649,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,79.754036989,79.944331549,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,92.845370044,92.959546781,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,95.736914645,95.860606109,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,97.183153306,97.839669541,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,102.949078497,103.082284689,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,103.672197827,103.786374564,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,106.50665406,109.17077791,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,124.715978076,127.65602904,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,128.540898747,130.091799417,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,133.849184269,135.73310042,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,143.458126863,144.799703516,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,147.872960672,148.120343601,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,149.205022598,149.414346614,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,149.774973557,150.031871214,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,152.952892721,155.084191801,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,161.933863265,162.05755473,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,171.603837853,171.81316187,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,186.855014173,188.539121036,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,190.39356028,190.707546305,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,194.208966223,194.437319696,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,194.894026641,195.055777018,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,188.804600698,189.156645635,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,189.527720029,189.917823878,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,197.595276681,198.737044045,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,200.36406254,200.620960197,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,201.286991159,201.448741536,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,209.811254757,210.030093502,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,210.515344632,215.17756137,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,215.994895258,216.204219275,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,216.641896765,216.765588229,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,222.036747562,222.18898321,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,225.518205301,225.613352581,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,233.320282291,233.548635764,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,232.559104048,232.930178441,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,234.851220782,234.993941702,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,236.973005134,238.44778798,UNK
SanctSound_GR03_06_671666216_210420024227part1.wav,238.723715093,238.971098022,UNK
